Year,Month,Country,CovidDeath,CovidCases,Population,Continent
2020,1,CUW,0,0,164100.0,America
2020,2,CUW,0,0,164100.0,America
2020,3,CUW,0,0,164100.0,America
2020,4,CUW,1,14,164100.0,America
2020,5,CUW,0,2,164100.0,America
2020,6,CUW,0,6,164100.0,America
2020,7,CUW,0,3,164100.0,America
2020,8,CUW,0,6,164100.0,America
2020,9,CUW,0,61,164100.0,America
2020,10,CUW,0,360,164100.0,America
2020,11,CUW,0,535,164100.0,America
2020,12,CUW,3,1377,164100.0,America
2021,1,CUW,5,268,164100.0,America
2021,2,CUW,1,146,164100.0,America
2021,3,CUW,11,3009,164100.0,America
2021,4,CUW,72,4389,164100.0,America
2021,5,CUW,17,142,164100.0,America
2021,6,CUW,3,47,164100.0,America
2021,7,CUW,1,486,164100.0,America
2021,8,CUW,8,1798,164100.0,America
2021,9,CUW,21,1139,164100.0,America
2021,10,CUW,13,1063,164100.0,America
2021,11,CUW,7,352,164100.0,America
2021,12,CUW,4,329,164100.0,America
2022,1,CUW,17,10980,164100.0,America
2020,1,CYP,0,0,888005.0,Europe
2020,2,CYP,0,0,888005.0,Europe
2020,3,CYP,1,121,888005.0,Europe
2020,4,CYP,16,652,888005.0,Europe
2020,5,CYP,8,146,888005.0,Europe
2020,6,CYP,1,69,888005.0,Europe
2020,7,CYP,2,37,888005.0,Europe
2020,8,CYP,1,229,888005.0,Europe
2020,9,CYP,1,261,888005.0,Europe
2020,10,CYP,1,347,888005.0,Europe
2020,11,CYP,4,2949,888005.0,Europe
2020,12,CYP,35,5979,888005.0,Europe
2021,1,CYP,84,6414,888005.0,Europe
2021,2,CYP,44,3561,888005.0,Europe
2021,3,CYP,26,9432,888005.0,Europe
2021,4,CYP,65,17509,888005.0,Europe
2021,5,CYP,65,9576,888005.0,Europe
2021,6,CYP,26,1830,888005.0,Europe
2021,7,CYP,14,20101,888005.0,Europe
2021,8,CYP,88,18328,888005.0,Europe
2021,9,CYP,76,6593,888005.0,Europe
2021,10,CYP,26,2925,888005.0,Europe
2021,11,CYP,18,4272,888005.0,Europe
2021,12,CYP,18,10655,888005.0,Europe
2022,1,CYP,43,49377,888005.0,Europe
2020,1,CZE,0,0,1.0693939E7,Europe
2020,2,CZE,0,0,1.0693939E7,Europe
2020,3,CZE,1,1165,1.0693939E7,Europe
2020,4,CZE,188,5594,1.0693939E7,Europe
2020,5,CZE,108,1740,1.0693939E7,Europe
2020,6,CZE,34,1570,1.0693939E7,Europe
2020,7,CZE,24,3147,1.0693939E7,Europe
2020,8,CZE,38,5167,1.0693939E7,Europe
2020,9,CZE,50,9797,1.0693939E7,Europe
2020,10,CZE,330,54302,1.0693939E7,Europe
2020,11,CZE,3055,259200,1.0693939E7,Europe
2020,12,CZE,4655,178093,1.0693939E7,Europe
2021,1,CZE,4409,241120,1.0693939E7,Europe
2021,2,CZE,4163,252995,1.0693939E7,Europe
2021,3,CZE,5583,277240,1.0693939E7,Europe
2021,4,CZE,2813,103555,1.0693939E7,Europe
2021,5,CZE,863,37977,1.0693939E7,Europe
2021,6,CZE,134,7943,1.0693939E7,Europe
2021,7,CZE,24,4688,1.0693939E7,Europe
2021,8,CZE,16,5030,1.0693939E7,Europe
2021,9,CZE,25,6987,1.0693939E7,Europe
2021,10,CZE,69,16838,1.0693939E7,Europe
2021,11,CZE,609,119116,1.0693939E7,Europe
2021,12,CZE,2742,427501,1.0693939E7,Europe
2022,1,CZE,548,119518,1.0693939E7,Europe
2020,1,COD,0,0,8.9561404E7,Africa
2020,2,COD,0,0,8.9561404E7,Africa
2020,3,COD,2,26,8.9561404E7,Africa
2020,4,COD,23,306,8.9561404E7,Africa
2020,5,COD,35,1122,8.9561404E7,Africa
2020,6,COD,46,3323,8.9561404E7,Africa
2020,7,COD,82,3255,8.9561404E7,Africa
2020,8,COD,35,1421,8.9561404E7,Africa
2020,9,COD,36,756,8.9561404E7,Africa
2020,10,COD,14,550,8.9561404E7,Africa
2020,11,COD,34,612,8.9561404E7,Africa
2020,12,COD,25,1330,8.9561404E7,Africa
2021,1,COD,75,4690,8.9561404E7,Africa
2021,2,COD,34,3071,8.9561404E7,Africa
2021,3,COD,32,2099,8.9561404E7,Africa
2021,4,COD,17,1599,8.9561404E7,Africa
2021,5,COD,23,1252,8.9561404E7,Africa
2021,6,COD,100,7063,8.9561404E7,Africa
2021,7,COD,139,8430,8.9561404E7,Africa
2021,8,COD,32,6989,8.9561404E7,Africa
2021,9,COD,18,2870,8.9561404E7,Africa
2021,10,COD,19,983,8.9561404E7,Africa
2021,11,COD,12,440,8.9561404E7,Africa
2021,12,COD,14,825,8.9561404E7,Africa
2022,1,COD,53,5865,8.9561404E7,Africa
2020,1,DNK,0,35,5822763.0,Europe
2020,2,DNK,0,50,5822763.0,Europe
2020,3,DNK,13,1533,5822763.0,Europe
2020,4,DNK,342,6190,5822763.0,Europe
2020,5,DNK,192,3446,5822763.0,Europe
2020,6,DNK,50,1230,5822763.0,Europe
2020,7,DNK,12,815,5822763.0,Europe
2020,8,DNK,8,1903,5822763.0,Europe
2020,9,DNK,10,3302,5822763.0,Europe
2020,10,DNK,31,11903,5822763.0,Europe
2020,11,DNK,65,16169,5822763.0,Europe
2020,12,DNK,106,24094,5822763.0,Europe
2021,1,DNK,771,27199,5822763.0,Europe
2021,2,DNK,220,13462,5822763.0,Europe
2021,3,DNK,50,19224,5822763.0,Europe
2021,4,DNK,62,16903,5822763.0,Europe
2021,5,DNK,32,23875,5822763.0,Europe
2021,6,DNK,22,16862,5822763.0,Europe
2021,7,DNK,11,15449,5822763.0,Europe
2021,8,DNK,18,24784,5822763.0,Europe
2021,9,DNK,54,17123,5822763.0,Europe
2021,10,DNK,57,11849,5822763.0,Europe
2021,11,DNK,69,41592,5822763.0,Europe
2021,12,DNK,216,109804,5822763.0,Europe
2022,1,DNK,213,299601,5822763.0,Europe
2020,1,DJI,0,0,988002.0,Africa
2020,2,DJI,0,0,988002.0,Africa
2020,3,DJI,0,1,988002.0,Africa
2020,4,DJI,2,845,988002.0,Africa
2020,5,DJI,2,555,988002.0,Africa
2020,6,DJI,39,3064,988002.0,Africa
2020,7,DJI,13,507,988002.0,Africa
2020,8,DJI,3,372,988002.0,Africa
2020,9,DJI,2,44,988002.0,Africa
2020,10,DJI,0,31,988002.0,Africa
2020,11,DJI,0,144,988002.0,Africa
2020,12,DJI,0,114,988002.0,Africa
2021,1,DJI,2,90,988002.0,Africa
2021,2,DJI,0,134,988002.0,Africa
2021,3,DJI,4,1295,988002.0,Africa
2021,4,DJI,69,3441,988002.0,Africa
2021,5,DJI,17,691,988002.0,Africa
2021,6,DJI,2,94,988002.0,Africa
2021,7,DJI,0,40,988002.0,Africa
2021,8,DJI,1,55,988002.0,Africa
2021,9,DJI,1,178,988002.0,Africa
2021,10,DJI,20,1369,988002.0,Africa
2021,11,DJI,9,264,988002.0,Africa
2021,12,DJI,1,15,988002.0,Africa
2022,1,DJI,0,1215,988002.0,Africa
2020,1,DMA,0,0,71991.0,America
2020,2,DMA,0,0,71991.0,America
2020,3,DMA,0,1,71991.0,America
2020,4,DMA,0,15,71991.0,America
2020,5,DMA,0,0,71991.0,America
2020,6,DMA,0,2,71991.0,America
2020,7,DMA,0,0,71991.0,America
2020,8,DMA,0,0,71991.0,America
2020,9,DMA,0,2,71991.0,America
2020,10,DMA,0,11,71991.0,America
2020,11,DMA,0,11,71991.0,America
2020,12,DMA,0,43,71991.0,America
2021,1,DMA,0,21,71991.0,America
2021,2,DMA,0,25,71991.0,America
2021,3,DMA,0,19,71991.0,America
2021,4,DMA,0,12,71991.0,America
2021,5,DMA,0,11,71991.0,America
2021,6,DMA,0,7,71991.0,America
2021,7,DMA,0,15,71991.0,America
2021,8,DMA,0,737,71991.0,America
2021,9,DMA,7,1555,71991.0,America
2021,10,DMA,17,1395,71991.0,America
2021,11,DMA,8,1068,71991.0,America
2021,12,DMA,5,815,71991.0,America
2022,1,DMA,2,1108,71991.0,America
2020,1,DOM,0,0,1.0847904E7,America
2020,2,DOM,0,0,1.0847904E7,America
2020,3,DOM,3,202,1.0847904E7,America
2020,4,DOM,223,4478,1.0847904E7,America
2020,5,DOM,202,7634,1.0847904E7,America
2020,6,DOM,164,10648,1.0847904E7,America
2020,7,DOM,305,21570,1.0847904E7,America
2020,8,DOM,412,35200,1.0847904E7,America
2020,9,DOM,536,19601,1.0847904E7,America
2020,10,DOM,289,15147,1.0847904E7,America
2020,11,DOM,115,12852,1.0847904E7,America
2020,12,DOM,81,16141,1.0847904E7,America
2021,1,DOM,270,41755,1.0847904E7,America
2021,2,DOM,418,24912,1.0847904E7,America
2021,3,DOM,201,12184,1.0847904E7,America
2021,4,DOM,152,13221,1.0847904E7,America
2021,5,DOM,151,19164,1.0847904E7,America
2021,6,DOM,148,33078,1.0847904E7,America
2021,7,DOM,158,20093,1.0847904E7,America
2021,8,DOM,69,8721,1.0847904E7,America
2021,9,DOM,33,7083,1.0847904E7,America
2021,10,DOM,49,11521,1.0847904E7,America
2021,11,DOM,86,24027,1.0847904E7,America
2021,12,DOM,59,19658,1.0847904E7,America
2022,1,DOM,18,37970,1.0847904E7,America
2020,1,ECU,0,0,1.764306E7,America
2020,2,ECU,0,0,1.764306E7,America
2020,3,ECU,14,789,1.764306E7,America
2020,4,ECU,460,8679,1.764306E7,America
2020,5,ECU,2262,23714,1.764306E7,America
2020,6,ECU,1160,13569,1.764306E7,America
2020,7,ECU,1151,21119,1.764306E7,America
2020,8,ECU,875,26589,1.764306E7,America
2020,9,ECU,4602,15325,1.764306E7,America
2020,10,ECU,1123,31250,1.764306E7,America
2020,11,ECU,1037,28160,1.764306E7,America
2020,12,ECU,739,22923,1.764306E7,America
2021,1,ECU,831,36372,1.764306E7,America
2021,2,ECU,942,35381,1.764306E7,America
2021,3,ECU,914,38757,1.764306E7,America
2021,4,ECU,1554,49651,1.764306E7,America
2021,5,ECU,1910,49860,1.764306E7,America
2021,6,ECU,1094,21998,1.764306E7,America
2021,7,ECU,654,29679,1.764306E7,America
2021,8,ECU,9912,17455,1.764306E7,America
2021,9,ECU,578,11511,1.764306E7,America
2021,10,ECU,400,6766,1.764306E7,America
2021,11,ECU,141,7342,1.764306E7,America
2021,12,ECU,495,9963,1.764306E7,America
2022,1,ECU,520,49741,1.764306E7,America
2020,1,EGY,0,0,1.02334403E8,Africa
2020,2,EGY,0,1,1.02334403E8,Africa
2020,3,EGY,10,293,1.02334403E8,Africa
2020,4,EGY,229,2850,1.02334403E8,Africa
2020,5,EGY,391,9085,1.02334403E8,Africa
2020,6,EGY,945,32369,1.02334403E8,Africa
2020,7,EGY,2283,37472,1.02334403E8,Africa
2020,8,EGY,1151,13422,1.02334403E8,Africa
2020,9,EGY,521,4371,1.02334403E8,Africa
2020,10,EGY,451,3820,1.02334403E8,Africa
2020,11,EGY,297,4053,1.02334403E8,Africa
2020,12,EGY,358,7805,1.02334403E8,Africa
2021,1,EGY,1511,23764,1.02334403E8,Africa
2021,2,EGY,1372,16473,1.02334403E8,Africa
2021,3,EGY,1194,17626,1.02334403E8,Africa
2021,4,EGY,1167,22473,1.02334403E8,Africa
2021,5,EGY,1672,31312,1.02334403E8,Africa
2021,6,EGY,1177,23962,1.02334403E8,Africa
2021,7,EGY,548,5906,1.02334403E8,Africa
2021,8,EGY,173,1655,1.02334403E8,Africa
2021,9,EGY,252,7599,1.02334403E8,Africa
2021,10,EGY,824,19456,1.02334403E8,Africa
2021,11,EGY,1381,25072,1.02334403E8,Africa
2021,12,EGY,1651,25677,1.02334403E8,Africa
2022,1,EGY,351,12917,1.02334403E8,Africa
2020,1,SLV,0,0,6486201.0,America
2020,2,SLV,0,0,6486201.0,America
2020,3,SLV,0,3,6486201.0,America
2020,4,SLV,7,198,6486201.0,America
2020,5,SLV,23,1137,6486201.0,America
2020,6,SLV,44,2382,6486201.0,America
2020,7,SLV,193,5954,6486201.0,America
2020,8,SLV,296,10749,6486201.0,America
2020,9,SLV,201,5885,6486201.0,America
2020,10,SLV,99,3142,6486201.0,America
2020,11,SLV,120,4565,6486201.0,America
2020,12,SLV,131,4390,6486201.0,America
2021,1,SLV,268,8108,6486201.0,America
2021,2,SLV,237,4671,6486201.0,America
2021,3,SLV,137,4565,6486201.0,America
2021,4,SLV,105,4491,6486201.0,America
2021,5,SLV,113,3899,6486201.0,America
2021,6,SLV,112,4663,6486201.0,America
2021,7,SLV,163,5368,6486201.0,America
2021,8,SLV,305,7277,6486201.0,America
2021,9,SLV,239,9572,6486201.0,America
2021,10,SLV,349,7963,6486201.0,America
2021,11,SLV,298,8594,6486201.0,America
2021,12,SLV,96,3545,6486201.0,America
2022,1,SLV,8,1514,6486201.0,America
2020,1,GNQ,0,0,1402985.0,Africa
2020,2,GNQ,0,0,1402985.0,Africa
2020,3,GNQ,0,6,1402985.0,Africa
2020,4,GNQ,0,73,1402985.0,Africa
2020,5,GNQ,7,515,1402985.0,Africa
2020,6,GNQ,5,712,1402985.0,Africa
2020,7,GNQ,39,1765,1402985.0,Africa
2020,8,GNQ,32,1750,1402985.0,Africa
2020,9,GNQ,0,151,1402985.0,Africa
2020,10,GNQ,0,73,1402985.0,Africa
2020,11,GNQ,0,44,1402985.0,Africa
2020,12,GNQ,2,64,1402985.0,Africa
2021,1,GNQ,0,255,1402985.0,Africa
2021,2,GNQ,6,561,1402985.0,Africa
2021,3,GNQ,10,819,1402985.0,Africa
2021,4,GNQ,5,645,1402985.0,Africa
2021,5,GNQ,6,917,1402985.0,Africa
2021,6,GNQ,7,232,1402985.0,Africa
2021,7,GNQ,3,140,1402985.0,Africa
2021,8,GNQ,0,124,1402985.0,Africa
2021,9,GNQ,8,1526,1402985.0,Africa
2021,10,GNQ,24,2288,1402985.0,Africa
2021,11,GNQ,13,673,1402985.0,Africa
2021,12,GNQ,7,140,1402985.0,Africa
2022,1,GNQ,3,1782,1402985.0,Africa
2020,1,ERI,0,0,3546427.0,Africa
2020,2,ERI,0,0,3546427.0,Africa
2020,3,ERI,0,1,3546427.0,Africa
2020,4,ERI,0,38,3546427.0,Africa
2020,5,ERI,0,0,3546427.0,Africa
2020,6,ERI,0,57,3546427.0,Africa
2020,7,ERI,0,136,3546427.0,Africa
2020,8,ERI,0,53,3546427.0,Africa
2020,9,ERI,0,45,3546427.0,Africa
2020,10,ERI,0,68,3546427.0,Africa
2020,11,ERI,0,65,3546427.0,Africa
2020,12,ERI,0,114,3546427.0,Africa
2021,1,ERI,4,772,3546427.0,Africa
2021,2,ERI,0,712,3546427.0,Africa
2021,3,ERI,2,361,3546427.0,Africa
2021,4,ERI,1,432,3546427.0,Africa
2021,5,ERI,4,292,3546427.0,Africa
2021,6,ERI,5,1430,3546427.0,Africa
2021,7,ERI,11,1040,3546427.0,Africa
2021,8,ERI,7,201,3546427.0,Africa
2021,9,ERI,3,52,3546427.0,Africa
2021,10,ERI,3,100,3546427.0,Africa
2021,11,ERI,4,204,3546427.0,Africa
2021,12,ERI,14,499,3546427.0,Africa
2022,1,ERI,11,1137,3546427.0,Africa
2020,1,EST,0,0,1328976.0,Europe
2020,2,EST,0,0,1328976.0,Europe
2020,3,EST,0,385,1328976.0,Europe
2020,4,EST,98,6396,1328976.0,Europe
2020,5,EST,19,246,1328976.0,Europe
2020,6,EST,6,191,1328976.0,Europe
2020,7,EST,0,41,1328976.0,Europe
2020,8,EST,0,134,1328976.0,Europe
2020,9,EST,1,380,1328976.0,Europe
2020,10,EST,3,1085,1328976.0,Europe
2020,11,EST,6,1423,1328976.0,Europe
2020,12,EST,42,7247,1328976.0,Europe
2021,1,EST,171,15054,1328976.0,Europe
2021,2,EST,173,22078,1328976.0,Europe
2021,3,EST,276,37606,1328976.0,Europe
2021,4,EST,198,11031,1328976.0,Europe
2021,5,EST,92,8020,1328976.0,Europe
2021,6,EST,28,2150,1328976.0,Europe
2021,7,EST,3,1068,1328976.0,Europe
2021,8,EST,7,5305,1328976.0,Europe
2021,9,EST,34,9827,1328976.0,Europe
2021,10,EST,86,18467,1328976.0,Europe
2021,11,EST,140,30229,1328976.0,Europe
2021,12,EST,207,19421,1328976.0,Europe
2022,1,EST,44,21166,1328976.0,Europe
2020,1,SWZ,0,0,1160164.0,Africa
2020,2,SWZ,0,0,1160164.0,Africa
2020,3,SWZ,0,4,1160164.0,Africa
2020,4,SWZ,1,18,1160164.0,Africa
2020,5,SWZ,1,181,1160164.0,Africa
2020,6,SWZ,2,287,1160164.0,Africa
2020,7,SWZ,16,861,1160164.0,Africa
2020,8,SWZ,38,1885,1160164.0,Africa
2020,9,SWZ,36,1617,1160164.0,Africa
2020,10,SWZ,17,716,1160164.0,Africa
2020,11,SWZ,6,356,1160164.0,Africa
2020,12,SWZ,4,485,1160164.0,Africa
2021,1,SWZ,343,5861,1160164.0,Africa
2021,2,SWZ,78,1210,1160164.0,Africa
2021,3,SWZ,15,307,1160164.0,Africa
2021,4,SWZ,4,1121,1160164.0,Africa
2021,5,SWZ,1,109,1160164.0,Africa
2021,6,SWZ,5,262,1160164.0,Africa
2021,7,SWZ,35,2319,1160164.0,Africa
2021,8,SWZ,222,14876,1160164.0,Africa
2021,9,SWZ,238,8855,1160164.0,Africa
2021,10,SWZ,55,1413,1160164.0,Africa
2021,11,SWZ,17,181,1160164.0,Africa
2021,12,SWZ,4,1047,1160164.0,Africa
2022,1,SWZ,53,1563,1160164.0,Africa
2020,1,ETH,0,0,1.14963583E8,Africa
2020,2,ETH,0,0,1.14963583E8,Africa
2020,3,ETH,0,11,1.14963583E8,Africa
2020,4,ETH,3,97,1.14963583E8,Africa
2020,5,ETH,2,209,1.14963583E8,Africa
2020,6,ETH,52,3028,1.14963583E8,Africa
2020,7,ETH,70,4215,1.14963583E8,Africa
2020,8,ETH,280,15258,1.14963583E8,Africa
2020,9,ETH,511,35854,1.14963583E8,Africa
2020,10,ETH,304,20147,1.14963583E8,Africa
2020,11,ETH,256,17764,1.14963583E8,Africa
2020,12,ETH,222,12951,1.14963583E8,Africa
2021,1,ETH,155,12762,1.14963583E8,Africa
2021,2,ETH,262,20688,1.14963583E8,Africa
2021,3,ETH,419,41491,1.14963583E8,Africa
2021,4,ETH,767,51716,1.14963583E8,Africa
2021,5,ETH,525,16915,1.14963583E8,Africa
2021,6,ETH,207,6000,1.14963583E8,Africa
2021,7,ETH,74,2502,1.14963583E8,Africa
2021,8,ETH,121,11578,1.14963583E8,Africa
2021,9,ETH,451,33830,1.14963583E8,Africa
2021,10,ETH,1061,31372,1.14963583E8,Africa
2021,11,ETH,552,12734,1.14963583E8,Africa
2021,12,ETH,258,5005,1.14963583E8,Africa
2022,1,ETH,189,30666,1.14963583E8,Africa
2020,1,,0,43,4.53090377E8,Europe
2020,2,,5,294,4.53090377E8,Europe
2020,3,,12023,195511,4.53090377E8,Europe
2020,4,,70059,660062,4.53090377E8,Europe
2020,5,,31758,223151,4.53090377E8,Europe
2020,6,,8855,113977,4.53090377E8,Europe
2020,7,,3593,114346,4.53090377E8,Europe
2020,8,,2897,231766,4.53090377E8,Europe
2020,9,,4608,566125,4.53090377E8,Europe
2020,10,,9429,1058018,4.53090377E8,Europe
2020,11,,32966,3744992,4.53090377E8,Europe
2020,12,,98231,4741833,4.53090377E8,Europe
2021,1,,99832,3863728,4.53090377E8,Europe
2021,2,,71718,2740138,4.53090377E8,Europe
2021,3,,60945,3885881,4.53090377E8,Europe
2021,4,,66262,3788390,4.53090377E8,Europe
2021,5,,38917,2006804,4.53090377E8,Europe
2021,6,,12977,661145,4.53090377E8,Europe
2021,7,,4194,934012,4.53090377E8,Europe
2021,8,,6380,1892333,4.53090377E8,Europe
2021,9,,12096,1659292,4.53090377E8,Europe
2021,10,,17120,1410943,4.53090377E8,Europe
2021,11,,30638,2899383,4.53090377E8,Europe
2021,12,,47901,6584524,4.53090377E8,Europe
2022,1,,21986,11873529,4.53090377E8,Europe
2020,1,,0,43,7.0438159E8,Europe
2020,2,,5,307,7.0438159E8,Europe
2020,3,,12432,214561,7.0438159E8,Europe
2020,4,,92310,948664,7.0438159E8,Europe
2020,5,,52983,687882,7.0438159E8,Europe
2020,6,,20633,501351,7.0438159E8,Europe
2020,7,,11919,459827,7.0438159E8,Europe
2020,8,,9653,621128,7.0438159E8,Europe
2020,9,,10825,1078445,7.0438159E8,Europe
2020,10,,18398,1804796,7.0438159E8,Europe
2020,11,,51696,5411917,7.0438159E8,Europe
2020,12,,137970,7320518,7.0438159E8,Europe
2021,1,,159651,6304132,7.0438159E8,Europe
2021,2,,110657,4100497,7.0438159E8,Europe
2021,3,,90552,5517571,7.0438159E8,Europe
2021,4,,103257,6298413,7.0438159E8,Europe
2021,5,,68543,3191794,7.0438159E8,Europe
2021,6,,32205,1448347,7.0438159E8,Europe
2021,7,,27404,2657477,7.0438159E8,Europe
2021,8,,34772,4135683,7.0438159E8,Europe
2021,9,,52238,4345732,7.0438159E8,Europe
2021,10,,60553,4487513,7.0438159E8,Europe
2021,11,,94048,7000902,7.0438159E8,Europe
2021,12,,115361,10373884,7.0438159E8,Europe
2022,1,,41904,15782873,7.0438159E8,Europe
2020,1,FLK,0,0,3483.0,America
2020,2,FLK,0,0,3483.0,America
2020,3,FLK,0,0,3483.0,America
2020,4,FLK,0,11,3483.0,America
2020,5,FLK,0,2,3483.0,America
2020,6,FLK,0,0,3483.0,America
2020,7,FLK,0,0,3483.0,America
2020,8,FLK,0,0,3483.0,America
2020,9,FLK,0,0,3483.0,America
2020,10,FLK,0,0,3483.0,America
2020,11,FLK,0,0,3483.0,America
2020,12,FLK,0,4,3483.0,America
2021,1,FLK,0,11,3483.0,America
2021,2,FLK,0,11,3483.0,America
2021,3,FLK,0,3,3483.0,America
2021,4,FLK,0,9,3483.0,America
2021,5,FLK,0,0,3483.0,America
2021,6,FLK,0,0,3483.0,America
2021,7,FLK,0,0,3483.0,America
2021,8,FLK,0,3,3483.0,America
2021,9,FLK,0,1,3483.0,America
2021,10,FLK,0,0,3483.0,America
2021,11,FLK,0,11,3483.0,America
2021,12,FLK,0,1,3483.0,America
2022,1,FLK,0,4,3483.0,America
2020,1,FRO,0,0,48865.0,Europe
2020,2,FRO,0,0,48865.0,Europe
2020,3,FRO,0,115,48865.0,Europe
2020,4,FRO,0,70,48865.0,Europe
2020,5,FRO,0,2,48865.0,Europe
2020,6,FRO,0,0,48865.0,Europe
2020,7,FRO,0,1,48865.0,Europe
2020,8,FRO,0,103,48865.0,Europe
2020,9,FRO,0,122,48865.0,Europe
2020,10,FRO,0,61,48865.0,Europe
2020,11,FRO,0,21,48865.0,Europe
2020,12,FRO,0,7,48865.0,Europe
2021,1,FRO,1,34,48865.0,Europe
2021,2,FRO,0,4,48865.0,Europe
2021,3,FRO,0,3,48865.0,Europe
2021,4,FRO,0,2,48865.0,Europe
2021,5,FRO,0,29,48865.0,Europe
2021,6,FRO,0,76,48865.0,Europe
2021,7,FRO,0,165,48865.0,Europe
2021,8,FRO,1,59,48865.0,Europe
2021,9,FRO,0,45,48865.0,Europe
2021,10,FRO,0,256,48865.0,Europe
2021,11,FRO,4,1374,48865.0,Europe
2021,12,FRO,7,1290,48865.0,Europe
2022,1,FRO,0,3802,48865.0,Europe
2020,1,FJI,0,0,896444.0,Oceania
2020,2,FJI,0,0,896444.0,Oceania
2020,3,FJI,0,3,896444.0,Oceania
2020,4,FJI,0,14,896444.0,Oceania
2020,5,FJI,0,1,896444.0,Oceania
2020,6,FJI,0,0,896444.0,Oceania
2020,7,FJI,0,8,896444.0,Oceania
2020,8,FJI,1,1,896444.0,Oceania
2020,9,FJI,1,4,896444.0,Oceania
2020,10,FJI,0,1,896444.0,Oceania
2020,11,FJI,0,2,896444.0,Oceania
2020,12,FJI,0,8,896444.0,Oceania
2021,1,FJI,0,6,896444.0,Oceania
2021,2,FJI,0,4,896444.0,Oceania
2021,3,FJI,0,8,896444.0,Oceania
2021,4,FJI,0,24,896444.0,Oceania
2021,5,FJI,2,139,896444.0,Oceania
2021,6,FJI,3,1860,896444.0,Oceania
2021,7,FJI,106,16138,896444.0,Oceania
2021,8,FJI,281,22359,896444.0,Oceania
2021,9,FJI,141,8399,896444.0,Oceania
2021,10,FJI,118,2513,896444.0,Oceania
2021,11,FJI,22,799,896444.0,Oceania
2021,12,FJI,22,264,896444.0,Oceania
2022,1,FJI,44,4776,896444.0,Oceania
2020,1,FIN,0,0,5525292.0,Europe
2020,2,FIN,0,1,5525292.0,Europe
2020,3,FIN,1,854,5525292.0,Europe
2020,4,FIN,141,3159,5525292.0,Europe
2020,5,FIN,149,2283,5525292.0,Europe
2020,6,FIN,30,481,5525292.0,Europe
2020,7,FIN,7,166,5525292.0,Europe
2020,8,FIN,10,318,5525292.0,Europe
2020,9,FIN,4,704,5525292.0,Europe
2020,10,FIN,18,2605,5525292.0,Europe
2020,11,FIN,24,5508,5525292.0,Europe
2020,12,FIN,65,8665,5525292.0,Europe
2021,1,FIN,130,8643,5525292.0,Europe
2021,2,FIN,106,12548,5525292.0,Europe
2021,3,FIN,122,18125,5525292.0,Europe
2021,4,FIN,119,9257,5525292.0,Europe
2021,5,FIN,77,5559,5525292.0,Europe
2021,6,FIN,62,2629,5525292.0,Europe
2021,7,FIN,47,6117,5525292.0,Europe
2021,8,FIN,67,17686,5525292.0,Europe
2021,9,FIN,85,15372,5525292.0,Europe
2021,10,FIN,108,13808,5525292.0,Europe
2021,11,FIN,149,16591,5525292.0,Europe
2021,12,FIN,263,30835,5525292.0,Europe
2022,1,FIN,132,107338,5525292.0,Europe
2020,1,FRA,0,3,6.7320216E7,Europe
2020,2,FRA,1,13,6.7320216E7,Europe
2020,3,FRA,713,16677,6.7320216E7,Europe
2020,4,FRA,11378,96605,6.7320216E7,Europe
2020,5,FRA,5386,24702,6.7320216E7,Europe
2020,6,FRA,1638,15119,6.7320216E7,Europe
2020,7,FRA,534,14959,6.7320216E7,Europe
2020,8,FRA,365,31542,6.7320216E7,Europe
2020,9,FRA,474,138024,6.7320216E7,Europe
2020,10,FRA,1884,294333,6.7320216E7,Europe
2020,11,FRA,6654,907557,6.7320216E7,Europe
2020,12,FRA,20620,677354,6.7320216E7,Europe
2021,1,FRA,13486,511238,6.7320216E7,Europe
2021,2,FRA,10703,497295,6.7320216E7,Europe
2021,3,FRA,7666,683391,6.7320216E7,Europe
2021,4,FRA,8221,838360,6.7320216E7,Europe
2021,5,FRA,5734,425099,6.7320216E7,Europe
2021,6,FRA,2103,158252,6.7320216E7,Europe
2021,7,FRA,731,104432,6.7320216E7,Europe
2021,8,FRA,1249,598489,6.7320216E7,Europe
2021,9,FRA,2849,440175,6.7320216E7,Europe
2021,10,FRA,1467,153332,6.7320216E7,Europe
2021,11,FRA,851,157708,6.7320216E7,Europe
2021,12,FRA,1673,678536,6.7320216E7,Europe
2022,1,FRA,3049,3740755,6.7320216E7,Europe
2020,1,PYF,0,0,280904.0,Oceania
2020,2,PYF,0,0,280904.0,Oceania
2020,3,PYF,0,18,280904.0,Oceania
2020,4,PYF,0,37,280904.0,Oceania
2020,5,PYF,0,5,280904.0,Oceania
2020,6,PYF,0,0,280904.0,Oceania
2020,7,PYF,0,2,280904.0,Oceania
2020,8,PYF,0,0,280904.0,Oceania
2020,9,PYF,0,632,280904.0,Oceania
2020,10,PYF,8,1270,280904.0,Oceania
2020,11,PYF,21,5298,280904.0,Oceania
2020,12,PYF,44,6834,280904.0,Oceania
2021,1,PYF,17,1134,280904.0,Oceania
2021,2,PYF,8,327,280904.0,Oceania
2021,3,PYF,2,220,280904.0,Oceania
2021,4,PYF,0,127,280904.0,Oceania
2021,5,PYF,0,110,280904.0,Oceania
2021,6,PYF,1,119,280904.0,Oceania
2021,7,PYF,2,122,280904.0,Oceania
2021,8,PYF,67,11456,280904.0,Oceania
