Year,Month,Country,CovidDeath,CovidCases,Population,Continent
2020,1,AFG,0,0,3.8928341E7,Asia
2020,2,AFG,0,0,3.8928341E7,Asia
2020,3,AFG,0,34,3.8928341E7,Asia
2020,4,AFG,33,962,3.8928341E7,Asia
2020,5,AFG,136,5668,3.8928341E7,Asia
2020,6,AFG,302,18102,3.8928341E7,Asia
2020,7,AFG,539,9685,3.8928341E7,Asia
2020,8,AFG,302,2603,3.8928341E7,Asia
2020,9,AFG,100,1344,3.8928341E7,Asia
2020,10,AFG,50,943,3.8928341E7,Asia
2020,11,AFG,79,2292,3.8928341E7,Asia
2020,12,AFG,222,4211,3.8928341E7,Asia
2021,1,AFG,175,2212,3.8928341E7,Asia
2021,2,AFG,41,638,3.8928341E7,Asia
2021,3,AFG,24,535,3.8928341E7,Asia
2021,4,AFG,122,2721,3.8928341E7,Asia
2021,5,AFG,220,7260,3.8928341E7,Asia
2021,6,AFG,1481,39474,3.8928341E7,Asia
2021,7,AFG,1973,36665,3.8928341E7,Asia
2021,8,AFG,777,9949,3.8928341E7,Asia
2021,9,AFG,128,1817,3.8928341E7,Asia
2021,10,AFG,57,1360,3.8928341E7,Asia
2021,11,AFG,62,857,3.8928341E7,Asia
2021,12,AFG,23,1068,3.8928341E7,Asia
2022,1,AFG,18,581,3.8928341E7,Asia
2020,1,,0,0,3.52325033E8,Africa
2020,2,,0,1,3.52325033E8,Africa
2020,3,,44,1388,3.52325033E8,Africa
2020,4,,1076,20914,3.52325033E8,Africa
2020,5,,1639,62513,3.52325033E8,Africa
2020,6,,3764,158309,3.52325033E8,Africa
2020,7,,6721,352436,3.52325033E8,Africa
2020,8,,10016,453260,3.52325033E8,Africa
2020,9,,8022,251322,3.52325033E8,Africa
2020,10,,5225,216763,3.52325033E8,Africa
2020,11,,6695,279842,3.52325033E8,Africa
2020,12,,8524,367415,3.52325033E8,Africa
2021,1,,24118,747056,3.52325033E8,Africa
2021,2,,12320,318381,3.52325033E8,Africa
2021,3,,8227,288266,3.52325033E8,Africa
2021,4,,8258,322350,3.52325033E8,Africa
2021,5,,8105,252655,3.52325033E8,Africa
2021,6,,9210,451454,3.52325033E8,Africa
2021,7,,20335,1031817,3.52325033E8,Africa
2021,8,,26015,1047727,3.52325033E8,Africa
2021,9,,19047,769973,3.52325033E8,Africa
2021,10,,11031,329844,3.52325033E8,Africa
2021,11,,5457,142078,3.52325033E8,Africa
2021,12,,4465,239993,3.52325033E8,Africa
2022,1,,5033,582781,3.52325033E8,Africa
2020,1,ALB,0,0,2845955.0,Europe
2020,2,ALB,0,0,2845955.0,Europe
2020,3,ALB,2,89,2845955.0,Europe
2020,4,ALB,24,473,2845955.0,Europe
2020,5,ALB,5,384,2845955.0,Europe
2020,6,ALB,5,575,2845955.0,Europe
2020,7,ALB,57,1933,2845955.0,Europe
2020,8,ALB,106,2957,2845955.0,Europe
2020,9,ALB,117,3844,2845955.0,Europe
2020,10,ALB,80,4011,2845955.0,Europe
2020,11,ALB,122,6936,2845955.0,Europe
2020,12,ALB,280,16423,2845955.0,Europe
2021,1,ALB,187,18689,2845955.0,Europe
2021,2,ALB,416,29040,2845955.0,Europe
2021,3,ALB,414,16967,2845955.0,Europe
2021,4,ALB,168,6403,2845955.0,Europe
2021,5,ALB,66,1672,2845955.0,Europe
2021,6,ALB,10,281,2845955.0,Europe
2021,7,ALB,2,196,2845955.0,Europe
2021,8,ALB,8,3261,2845955.0,Europe
2021,9,ALB,79,21079,2845955.0,Europe
2021,10,ALB,225,17942,2845955.0,Europe
2021,11,ALB,187,14157,2845955.0,Europe
2021,12,ALB,155,12605,2845955.0,Europe
2022,1,ALB,49,21752,2845955.0,Europe
2020,1,DZA,0,0,4.3851043E7,Africa
2020,2,DZA,0,0,4.3851043E7,Africa
2020,3,DZA,17,201,4.3851043E7,Africa
2020,4,DZA,358,2428,4.3851043E7,Africa
2020,5,DZA,173,4390,4.3851043E7,Africa
2020,6,DZA,219,3900,4.3851043E7,Africa
2020,7,DZA,244,8276,4.3851043E7,Africa
2020,8,DZA,291,16019,4.3851043E7,Africa
2020,9,DZA,254,11150,4.3851043E7,Africa
2020,10,DZA,204,5772,4.3851043E7,Africa
2020,11,DZA,213,6136,4.3851043E7,Africa
2020,12,DZA,437,23949,4.3851043E7,Africa
2021,1,DZA,119,6931,4.3851043E7,Africa
2021,2,DZA,92,5753,4.3851043E7,Africa
2021,3,DZA,101,3854,4.3851043E7,Africa
2021,4,DZA,133,4166,4.3851043E7,Africa
2021,5,DZA,201,5748,4.3851043E7,Africa
2021,6,DZA,213,9122,4.3851043E7,Africa
2021,7,DZA,307,17327,4.3851043E7,Africa
2021,8,DZA,856,33949,4.3851043E7,Africa
2021,9,DZA,784,12810,4.3851043E7,Africa
2021,10,DZA,275,4529,4.3851043E7,Africa
2021,11,DZA,92,2559,4.3851043E7,Africa
2021,12,DZA,138,3765,4.3851043E7,Africa
2022,1,DZA,129,7118,4.3851043E7,Africa
2020,1,,0,7,7.3872793E8,America
2020,2,,0,41,7.3872793E8,America
2020,3,,591,42415,7.3872793E8,America
2020,4,,48388,861781,7.3872793E8,America
2020,5,,86609,1201052,7.3872793E8,America
2020,6,,91067,1773884,7.3872793E8,America
2020,7,,95512,2946287,7.3872793E8,America
2020,8,,111332,3938240,7.3872793E8,America
2020,9,,107938,3488016,7.3872793E8,America
2020,10,,82590,2998484,7.3872793E8,America
2020,11,,72709,3529362,7.3872793E8,America
2020,12,,83967,6005330,7.3872793E8,America
2021,1,,191120,9114210,7.3872793E8,America
2021,2,,165780,4835385,7.3872793E8,America
2021,3,,144580,4950930,7.3872793E8,America
2021,4,,163774,5721593,7.3872793E8,America
2021,5,,138122,4866499,7.3872793E8,America
2021,6,,131413,4669014,7.3872793E8,America
2021,7,,98782,4031366,7.3872793E8,America
2021,8,,88186,5201340,7.3872793E8,America
2021,9,,94140,6128174,7.3872793E8,America
2021,10,,94572,4968810,7.3872793E8,America
2021,11,,65648,3009048,7.3872793E8,America
2021,12,,52938,3386360,7.3872793E8,America
2022,1,,35803,15433955,7.3872793E8,America
2020,1,ASM,0,0,55197.0,Oceania
2020,2,ASM,0,0,55197.0,Oceania
2020,3,ASM,0,0,55197.0,Oceania
2020,4,ASM,0,0,55197.0,Oceania
2020,5,ASM,0,0,55197.0,Oceania
2020,6,ASM,0,0,55197.0,Oceania
2020,7,ASM,0,0,55197.0,Oceania
2020,8,ASM,0,0,55197.0,Oceania
2020,9,ASM,0,0,55197.0,Oceania
2020,10,ASM,0,0,55197.0,Oceania
2020,11,ASM,0,0,55197.0,Oceania
2020,12,ASM,0,0,55197.0,Oceania
2021,1,ASM,0,0,55197.0,Oceania
2021,2,ASM,0,0,55197.0,Oceania
2021,3,ASM,0,0,55197.0,Oceania
2021,4,ASM,0,0,55197.0,Oceania
2021,5,ASM,0,0,55197.0,Oceania
2021,6,ASM,0,0,55197.0,Oceania
2021,7,ASM,0,0,55197.0,Oceania
2021,8,ASM,0,0,55197.0,Oceania
2021,9,ASM,0,0,55197.0,Oceania
2021,10,ASM,0,3,55197.0,Oceania
2021,11,ASM,0,1,55197.0,Oceania
2021,12,ASM,0,6,55197.0,Oceania
2022,1,ASM,0,7,55197.0,Oceania
2020,1,AND,0,0,76177.0,Europe
2020,2,AND,0,0,76177.0,Europe
2020,3,AND,0,113,76177.0,Europe
2020,4,AND,36,600,76177.0,Europe
2020,5,AND,15,48,76177.0,Europe
2020,6,AND,0,92,76177.0,Europe
2020,7,AND,1,2,76177.0,Europe
2020,8,AND,0,101,76177.0,Europe
2020,9,AND,1,259,76177.0,Europe
2020,10,AND,0,895,76177.0,Europe
2020,11,AND,22,2715,76177.0,Europe
2020,12,AND,1,1887,76177.0,Europe
2021,1,AND,17,1745,76177.0,Europe
2021,2,AND,9,952,76177.0,Europe
2021,3,AND,5,961,76177.0,Europe
2021,4,AND,9,1233,76177.0,Europe
2021,5,AND,3,526,76177.0,Europe
2021,6,AND,0,255,76177.0,Europe
2021,7,AND,0,495,76177.0,Europe
2021,8,AND,2,595,76177.0,Europe
2021,9,AND,1,129,76177.0,Europe
2021,10,AND,0,224,76177.0,Europe
2021,11,AND,0,398,76177.0,Europe
2021,12,AND,3,2926,76177.0,Europe
2022,1,AND,2,5386,76177.0,Europe
2020,1,AGO,0,0,3.2866268E7,Africa
2020,2,AGO,0,0,3.2866268E7,Africa
2020,3,AGO,0,2,3.2866268E7,Africa
2020,4,AGO,2,22,3.2866268E7,Africa
2020,5,AGO,0,24,3.2866268E7,Africa
2020,6,AGO,4,92,3.2866268E7,Africa
2020,7,AGO,20,366,3.2866268E7,Africa
2020,8,AGO,44,1066,3.2866268E7,Africa
2020,9,AGO,47,1363,3.2866268E7,Africa
2020,10,AGO,76,2435,3.2866268E7,Africa
2020,11,AGO,91,5435,3.2866268E7,Africa
2020,12,AGO,62,4298,3.2866268E7,Africa
2021,1,AGO,58,2154,3.2866268E7,Africa
2021,2,AGO,42,1011,3.2866268E7,Africa
2021,3,AGO,25,1256,3.2866268E7,Africa
2021,4,AGO,44,3429,3.2866268E7,Africa
2021,5,AGO,148,6949,3.2866268E7,Africa
2021,6,AGO,134,5237,3.2866268E7,Africa
2021,7,AGO,95,3029,3.2866268E7,Africa
2021,8,AGO,146,3910,3.2866268E7,Africa
2021,9,AGO,239,5829,3.2866268E7,Africa
2021,10,AGO,279,10799,3.2866268E7,Africa
2021,11,AGO,102,3429,3.2866268E7,Africa
2021,12,AGO,15,570,3.2866268E7,Africa
2022,1,AGO,85,10604,3.2866268E7,Africa
2020,1,AIA,0,0,15002.0,America
2020,2,AIA,0,0,15002.0,America
2020,3,AIA,0,0,15002.0,America
2020,4,AIA,0,3,15002.0,America
2020,5,AIA,0,0,15002.0,America
2020,6,AIA,0,0,15002.0,America
2020,7,AIA,0,0,15002.0,America
2020,8,AIA,0,0,15002.0,America
2020,9,AIA,0,0,15002.0,America
2020,10,AIA,0,0,15002.0,America
2020,11,AIA,0,0,15002.0,America
2020,12,AIA,0,1,15002.0,America
2021,1,AIA,0,2,15002.0,America
2021,2,AIA,0,1,15002.0,America
2021,3,AIA,0,7,15002.0,America
2021,4,AIA,0,48,15002.0,America
2021,5,AIA,0,36,15002.0,America
2021,6,AIA,0,0,15002.0,America
2021,7,AIA,0,3,15002.0,America
2021,8,AIA,0,25,15002.0,America
2021,9,AIA,0,159,15002.0,America
2021,10,AIA,1,248,15002.0,America
2021,11,AIA,0,495,15002.0,America
2021,12,AIA,2,375,15002.0,America
2022,1,AIA,2,435,15002.0,America
2020,1,ATG,0,0,97928.0,America
2020,2,ATG,0,0,97928.0,America
2020,3,ATG,0,1,97928.0,America
2020,4,ATG,2,22,97928.0,America
2020,5,ATG,1,2,97928.0,America
2020,6,ATG,0,1,97928.0,America
2020,7,ATG,0,48,97928.0,America
2020,8,ATG,0,18,97928.0,America
2020,9,ATG,0,3,97928.0,America
2020,10,ATG,0,12,97928.0,America
2020,11,ATG,0,21,97928.0,America
2020,12,ATG,1,13,97928.0,America
2021,1,ATG,0,74,97928.0,America
2021,2,ATG,9,535,97928.0,America
2021,3,ATG,14,367,97928.0,America
2021,4,ATG,3,96,97928.0,America
2021,5,ATG,11,26,97928.0,America
2021,6,ATG,0,5,97928.0,America
2021,7,ATG,0,5,97928.0,America
2021,8,ATG,1,129,97928.0,America
2021,9,ATG,5,900,97928.0,America
2021,10,ATG,45,1453,97928.0,America
2021,11,ATG,12,341,97928.0,America
2021,12,ATG,12,56,97928.0,America
2022,1,ATG,3,1087,97928.0,America
2020,1,ARG,0,0,4.5195777E7,America
2020,2,ARG,0,0,4.5195777E7,America
2020,3,ARG,4,266,4.5195777E7,America
2020,4,ARG,130,2664,4.5195777E7,America
2020,5,ARG,232,4862,4.5195777E7,America
2020,6,ARG,467,23772,4.5195777E7,America
2020,7,ARG,985,65932,4.5195777E7,America
2020,8,ARG,2738,144302,4.5195777E7,America
2020,9,ARG,5251,229995,4.5195777E7,America
2020,10,ARG,11211,326680,4.5195777E7,America
2020,11,ARG,10122,375047,4.5195777E7,America
2020,12,ARG,7333,245274,4.5195777E7,America
2021,1,ARG,4767,293135,4.5195777E7,America
2021,2,ARG,3828,178132,4.5195777E7,America
2021,3,ARG,3534,210585,4.5195777E7,America
2021,4,ARG,6476,557120,4.5195777E7,America
2021,5,ARG,12393,682395,4.5195777E7,America
2021,6,ARG,15010,715260,4.5195777E7,America
2021,7,ARG,12465,491747,4.5195777E7,America
2021,8,ARG,7150,319126,4.5195777E7,America
2021,9,ARG,4535,138559,4.5195777E7,America
2021,10,ARG,1851,39444,4.5195777E7,America
2021,11,ARG,652,31783,4.5195777E7,America
2021,12,ARG,537,45083,4.5195777E7,America
2022,1,ARG,986,1458078,4.5195777E7,America
2020,1,ARM,0,0,2963234.0,Europe
2020,2,ARM,0,0,2963234.0,Europe
2020,3,ARM,0,194,2963234.0,Europe
2020,4,ARM,22,1145,2963234.0,Europe
2020,5,ARM,39,3484,2963234.0,Europe
2020,6,ARM,224,12241,2963234.0,Europe
2020,7,ARM,288,15087,2963234.0,Europe
2020,8,ARM,218,8259,2963234.0,Europe
2020,9,ARM,106,4373,2963234.0,Europe
2020,10,ARM,80,7713,2963234.0,Europe
2020,11,ARM,414,40952,2963234.0,Europe
2020,12,ARM,773,41676,2963234.0,Europe
2021,1,ARM,220,6868,2963234.0,Europe
2021,2,ARM,111,5128,2963234.0,Europe
2021,3,ARM,281,18525,2963234.0,Europe
2021,4,ARM,564,22728,2963234.0,Europe
2021,5,ARM,354,8513,2963234.0,Europe
2021,6,ARM,105,2271,2963234.0,Europe
2021,7,ARM,70,3269,2963234.0,Europe
2021,8,ARM,133,7292,2963234.0,Europe
2021,9,ARM,316,14332,2963234.0,Europe
2021,10,ARM,557,23811,2963234.0,Europe
2021,11,ARM,1125,48286,2963234.0,Europe
2021,12,ARM,991,19575,2963234.0,Europe
2022,1,ARM,37,2749,2963234.0,Europe
2020,1,ABW,0,0,106766.0,America
2020,2,ABW,0,0,106766.0,America
2020,3,ABW,0,0,106766.0,America
2020,4,ABW,2,97,106766.0,America
2020,5,ABW,1,4,106766.0,America
2020,6,ABW,0,0,106766.0,America
2020,7,ABW,0,4,106766.0,America
2020,8,ABW,0,458,106766.0,America
2020,9,ABW,11,1886,106766.0,America
2020,10,ABW,16,1630,106766.0,America
2020,11,ABW,8,440,106766.0,America
2020,12,ABW,7,319,106766.0,America
2021,1,ABW,10,1422,106766.0,America
2021,2,ABW,15,922,106766.0,America
2021,3,ABW,8,1386,106766.0,America
2021,4,ABW,16,1261,106766.0,America
2021,5,ABW,9,367,106766.0,America
2021,6,ABW,0,186,106766.0,America
2021,7,ABW,1,126,106766.0,America
2021,8,ABW,13,2172,106766.0,America
2021,9,ABW,34,1686,106766.0,America
2021,10,ABW,15,553,106766.0,America
2021,11,ABW,2,361,106766.0,America
2021,12,ABW,2,444,106766.0,America
2022,1,ABW,3,8657,106766.0,America
2020,1,,81,2748,4.099986551E9,Asia
2020,2,,2532,75595,4.099986551E9,Asia
2020,3,,2632,43570,4.099986551E9,Asia
2020,4,,7401,170861,4.099986551E9,Asia
2020,5,,7862,349725,4.099986551E9,Asia
2020,6,,14615,773728,4.099986551E9,Asia
2020,7,,28969,1277318,4.099986551E9,Asia
2020,8,,38679,2050590,4.099986551E9,Asia
2020,9,,41466,2686554,4.099986551E9,Asia
2020,10,,47579,3276245,4.099986551E9,Asia
2020,11,,40221,2541543,4.099986551E9,Asia
2020,12,,40333,2445640,4.099986551E9,Asia
2021,1,,26494,1904601,4.099986551E9,Asia
2021,2,,22485,1673686,4.099986551E9,Asia
2021,3,,22492,2394610,4.099986551E9,Asia
2021,4,,62766,7368528,4.099986551E9,Asia
2021,5,,141536,11710404,4.099986551E9,Asia
2021,6,,119775,5072246,4.099986551E9,Asia
2021,7,,73570,4355519,4.099986551E9,Asia
2021,8,,118729,6265807,4.099986551E9,Asia
2021,9,,103446,5993041,4.099986551E9,Asia
2021,10,,52804,3435623,4.099986551E9,Asia
2021,11,,34068,1921936,4.099986551E9,Asia
2021,12,,32645,1637768,4.099986551E9,Asia
2022,1,,11873,4499985,4.099986551E9,Asia
2020,1,AUS,0,4,2.5499881E7,Oceania
2020,2,AUS,0,18,2.5499881E7,Oceania
2020,3,AUS,7,1687,2.5499881E7,Oceania
2020,4,AUS,63,4903,2.5499881E7,Oceania
2020,5,AUS,28,433,2.5499881E7,Oceania
2020,6,AUS,4,275,2.5499881E7,Oceania
2020,7,AUS,6,2477,2.5499881E7,Oceania
2020,8,AUS,187,11287,2.5499881E7,Oceania
2020,9,AUS,458,5195,2.5499881E7,Oceania
2020,10,AUS,141,857,2.5499881E7,Oceania
2020,11,AUS,13,459,2.5499881E7,Oceania
2020,12,AUS,0,298,2.5499881E7,Oceania
2021,1,AUS,0,314,2.5499881E7,Oceania
2021,2,AUS,0,152,2.5499881E7,Oceania
2021,3,AUS,0,290,2.5499881E7,Oceania
2021,4,AUS,1,406,2.5499881E7,Oceania
2021,5,AUS,0,345,2.5499881E7,Oceania
2021,6,AUS,0,320,2.5499881E7,Oceania
2021,7,AUS,4,1567,2.5499881E7,Oceania
2021,8,AUS,44,7198,2.5499881E7,Oceania
2021,9,AUS,140,36228,2.5499881E7,Oceania
2021,10,AUS,334,52130,2.5499881E7,Oceania
2021,11,AUS,395,54124,2.5499881E7,Oceania
2021,12,AUS,229,37540,2.5499881E7,Oceania
2022,1,AUS,402,878491,2.5499881E7,Oceania
2020,1,AUT,0,0,8901064.0,Europe
2020,2,AUT,0,0,8901064.0,Europe
2020,3,AUT,33,4068,8901064.0,Europe
2020,4,AUT,494,10766,8901064.0,Europe
2020,5,AUT,150,1359,8901064.0,Europe
2020,6,AUT,33,859,8901064.0,Europe
2020,7,AUT,26,1819,8901064.0,Europe
2020,8,AUT,15,3172,8901064.0,Europe
2020,9,AUT,14,7578,8901064.0,Europe
2020,10,AUT,81,19461,8901064.0,Europe
2020,11,AUT,443,67275,8901064.0,Europe
2020,12,AUT,2314,164542,8901064.0,Europe
2021,1,AUT,1296,45257,8901064.0,Europe
2021,2,AUT,698,44406,8901064.0,Europe
2021,3,AUT,651,77969,8901064.0,Europe
2021,4,AUT,785,70274,8901064.0,Europe
2021,5,AUT,400,31450,8901064.0,Europe
2021,6,AUT,115,8271,8901064.0,Europe
2021,7,AUT,27,4598,8901064.0,Europe
2021,8,AUT,26,15352,8901064.0,Europe
2021,9,AUT,109,42867,8901064.0,Europe
2021,10,AUT,248,50893,8901064.0,Europe
2021,11,AUT,390,130296,8901064.0,Europe
2021,12,AUT,1336,309784,8901064.0,Europe
2022,1,AUT,111,173631,8901064.0,Europe
2020,1,AZE,0,0,1.0139175E7,Europe
2020,2,AZE,0,0,1.0139175E7,Europe
2020,3,AZE,1,65,1.0139175E7,Europe
2020,4,AZE,18,1333,1.0139175E7,Europe
2020,5,AZE,20,1876,1.0139175E7,Europe
2020,6,AZE,80,6683,1.0139175E7,Europe
2020,7,AZE,187,14084,1.0139175E7,Europe
2020,8,AZE,184,9527,1.0139175E7,Europe
2020,9,AZE,58,3761,1.0139175E7,Europe
2020,10,AZE,48,3362,1.0139175E7,Europe
2020,11,AZE,144,15753,1.0139175E7,Europe
2020,12,AZE,621,61751,1.0139175E7,Europe
2021,1,AZE,399,9954,1.0139175E7,Europe
2021,2,AZE,91,4443,1.0139175E7,Europe
2021,3,AZE,290,22668,1.0139175E7,Europe
2021,4,AZE,889,56482,1.0139175E7,Europe
2021,5,AZE,458,18642,1.0139175E7,Europe
2021,6,AZE,102,3039,1.0139175E7,Europe
2021,7,AZE,32,3093,1.0139175E7,Europe
2021,8,AZE,159,29416,1.0139175E7,Europe
2021,9,AZE,950,92090,1.0139175E7,Europe
2021,10,AZE,561,32087,1.0139175E7,Europe
2021,11,AZE,605,55102,1.0139175E7,Europe
2021,12,AZE,698,49107,1.0139175E7,Europe
2022,1,AZE,146,8047,1.0139175E7,Europe
2020,1,BHS,0,0,393248.0,America
2020,2,BHS,0,0,393248.0,America
2020,3,BHS,0,4,393248.0,America
2020,4,BHS,9,56,393248.0,America
2020,5,BHS,2,36,393248.0,America
2020,6,BHS,0,7,393248.0,America
2020,7,BHS,0,8,393248.0,America
2020,8,BHS,4,787,393248.0,America
2020,9,BHS,43,1648,393248.0,America
2020,10,BHS,38,1863,393248.0,America
2020,11,BHS,48,2305,393248.0,America
2020,12,BHS,19,782,393248.0,America
2021,1,BHS,1,250,393248.0,America
2021,2,BHS,3,345,393248.0,America
2021,3,BHS,9,557,393248.0,America
2021,4,BHS,8,974,393248.0,America
2021,5,BHS,30,1502,393248.0,America
2021,6,BHS,17,812,393248.0,America
2021,7,BHS,30,1040,393248.0,America
2021,8,BHS,38,2737,393248.0,America
2021,9,BHS,152,3460,393248.0,America
2021,10,BHS,123,1917,393248.0,America
2021,11,BHS,71,967,393248.0,America
2021,12,BHS,38,340,393248.0,America
2022,1,BHS,6,6715,393248.0,America
2020,1,BHR,0,0,1701583.0,Asia
2020,2,BHR,0,1,1701583.0,Asia
2020,3,BHR,2,333,1701583.0,Asia
2020,4,BHR,5,1539,1701583.0,Asia
2020,5,BHR,5,5083,1701583.0,Asia
2020,6,BHR,31,11588,1701583.0,Asia
2020,7,BHR,66,14397,1701583.0,Asia
2020,8,BHR,53,11070,1701583.0,Asia
2020,9,BHR,36,10760,1701583.0,Asia
2020,10,BHR,62,17891,1701583.0,Asia
2020,11,BHR,61,9261,1701583.0,Asia
2020,12,BHR,20,4864,1701583.0,Asia
2021,1,BHR,23,9579,1701583.0,Asia
2021,2,BHR,74,19337,1701583.0,Asia
2021,3,BHR,64,18938,1701583.0,Asia
2021,4,BHR,112,30038,1701583.0,Asia
2021,5,BHR,195,46677,1701583.0,Asia
2021,6,BHR,486,44845,1701583.0,Asia
2021,7,BHR,74,4990,1701583.0,Asia
2021,8,BHR,4,3037,1701583.0,Asia
2021,9,BHR,4,2824,1701583.0,Asia
2021,10,BHR,2,1911,1701583.0,Asia
2021,11,BHR,3,1444,1701583.0,Asia
2021,12,BHR,1,733,1701583.0,Asia
2022,1,BHR,3,24664,1701583.0,Asia
2020,1,BGD,0,0,1.64689383E8,Asia
2020,2,BGD,0,0,1.64689383E8,Asia
2020,3,BGD,3,27,1.64689383E8,Asia
2020,4,BGD,88,2429,1.64689383E8,Asia
2020,5,BGD,237,19812,1.64689383E8,Asia
2020,6,BGD,843,65252,1.64689383E8,Asia
2020,7,BGD,1181,96275,1.64689383E8,Asia
2020,8,BGD,1047,73805,1.64689383E8,Asia
2020,9,BGD,1050,67557,1.64689383E8,Asia
2020,10,BGD,899,43533,1.64689383E8,Asia
2020,11,BGD,593,40562,1.64689383E8,Asia
2020,12,BGD,668,53155,1.64689383E8,Asia
2021,1,BGD,501,19120,1.64689383E8,Asia
2021,2,BGD,281,11077,1.64689383E8,Asia
2021,3,BGD,499,49498,1.64689383E8,Asia
2021,4,BGD,2146,149608,1.64689383E8,Asia
2021,5,BGD,1323,43758,1.64689383E8,Asia
2021,6,BGD,1172,62588,1.64689383E8,Asia
2021,7,BGD,4346,253321,1.64689383E8,Asia
2021,8,BGD,6281,313913,1.64689383E8,Asia
2021,9,BGD,2756,111511,1.64689383E8,Asia
2021,10,BGD,757,31946,1.64689383E8,Asia
2021,11,BGD,207,8654,1.64689383E8,Asia
2021,12,BGD,94,6057,1.64689383E8,Asia
2022,1,BGD,82,33688,1.64689383E8,Asia
2020,1,BRB,0,0,287371.0,America
2020,2,BRB,0,0,287371.0,America
2020,3,BRB,0,17,287371.0,America
2020,4,BRB,5,58,287371.0,America
2020,5,BRB,2,13,287371.0,America
2020,6,BRB,0,8,287371.0,America
2020,7,BRB,0,7,287371.0,America
2020,8,BRB,0,39,287371.0,America
2020,9,BRB,0,37,287371.0,America
2020,10,BRB,0,20,287371.0,America
2020,11,BRB,0,38,287371.0,America
2020,12,BRB,0,38,287371.0,America
2021,1,BRB,7,952,287371.0,America
2021,2,BRB,22,1557,287371.0,America
2021,3,BRB,5,519,287371.0,America
2021,4,BRB,3,190,287371.0,America
2021,5,BRB,3,176,287371.0,America
2021,6,BRB,0,45,287371.0,America
2021,7,BRB,1,224,287371.0,America
2021,8,BRB,0,291,287371.0,America
2021,9,BRB,4,1424,287371.0,America
2021,10,BRB,46,5148,287371.0,America
2021,11,BRB,84,8937,287371.0,America
2021,12,BRB,58,6131,287371.0,America
2022,1,BRB,7,6574,287371.0,America
2020,1,BLR,0,0,9449321.0,Europe
2020,2,BLR,0,0,9449321.0,Europe
2020,3,BLR,0,76,9449321.0,Europe
2020,4,BLR,47,5731,9449321.0,Europe
2020,5,BLR,118,23843,9449321.0,Europe
2020,6,BLR,143,24323,9449321.0,Europe
2020,7,BLR,156,10959,9449321.0,Europe
2020,8,BLR,123,3918,9449321.0,Europe
2020,9,BLR,124,4009,9449321.0,Europe
2020,10,BLR,146,7436,9449321.0,Europe
2020,11,BLR,128,19164,9449321.0,Europe
2020,12,BLR,166,35549,9449321.0,Europe
2021,1,BLR,267,48374,9449321.0,Europe
2021,2,BLR,267,39931,9449321.0,Europe
2021,3,BLR,234,30414,9449321.0,Europe
2021,4,BLR,283,35165,9449321.0,Europe
2021,5,BLR,269,32179,9449321.0,Europe
2021,6,BLR,282,25128,9449321.0,Europe
2021,7,BLR,281,23867,9449321.0,Europe
2021,8,BLR,279,27177,9449321.0,Europe
2021,9,BLR,304,40876,9449321.0,Europe
2021,10,BLR,387,56642,9449321.0,Europe
2021,11,BLR,454,56099,9449321.0,Europe
2021,12,BLR,418,49311,9449321.0,Europe
2022,1,BLR,212,15335,9449321.0,Europe
2020,1,BEL,0,0,1.152244E7,Europe
2020,2,BEL,0,2,1.152244E7,Europe
2020,3,BEL,195,7351,1.152244E7,Europe
2020,4,BEL,6009,36962,1.152244E7,Europe
2020,5,BEL,2727,13920,1.152244E7,Europe
2020,6,BEL,558,4172,1.152244E7,Europe
2020,7,BEL,115,2616,1.152244E7,Europe
2020,8,BEL,86,11973,1.152244E7,Europe
2020,9,BEL,157,13980,1.152244E7,Europe
2020,10,BEL,165,46435,1.152244E7,Europe
2020,11,BEL,1943,316051,1.152244E7,Europe
2020,12,BEL,4784,126546,1.152244E7,Europe
2021,1,BEL,1394,57801,1.152244E7,Europe
2021,2,BEL,956,59428,1.152244E7,Europe
2021,3,BEL,708,101011,1.152244E7,Europe
2021,4,BEL,1077,102860,1.152244E7,Europe
2021,5,BEL,778,73406,1.152244E7,Europe
2021,6,BEL,273,29511,1.152244E7,Europe
2021,7,BEL,60,23540,1.152244E7,Europe
2021,8,BEL,77,47265,1.152244E7,Europe
2021,9,BEL,161,55468,1.152244E7,Europe
2021,10,BEL,211,56360,1.152244E7,Europe
2021,11,BEL,501,175523,1.152244E7,Europe
2021,12,BEL,1103,429809,1.152244E7,Europe
2022,1,BEL,265,345764,1.152244E7,Europe
2020,1,BLZ,0,0,397621.0,America
2020,2,BLZ,0,0,397621.0,America
2020,3,BLZ,0,0,397621.0,America
2020,4,BLZ,2,18,397621.0,America
2020,5,BLZ,0,0,397621.0,America
2020,6,BLZ,0,3,397621.0,America
2020,7,BLZ,0,16,397621.0,America
2020,8,BLZ,0,117,397621.0,America
2020,9,BLZ,13,1107,397621.0,America
2020,10,BLZ,15,935,397621.0,America
2020,11,BLZ,28,1266,397621.0,America
2020,12,BLZ,89,2281,397621.0,America
2021,1,BLZ,52,1044,397621.0,America
2021,2,BLZ,12,368,397621.0,America
2021,3,BLZ,3,98,397621.0,America
2021,4,BLZ,4,188,397621.0,America
2021,5,BLZ,2,165,397621.0,America
2021,6,BLZ,6,275,397621.0,America
2021,7,BLZ,3,733,397621.0,America
2021,8,BLZ,12,1075,397621.0,America
