Year,Month,Country,CountryCode,Continent,Population ,Unemployment rate total,Unemployment rate men,Unemployment rate women,Unemployment rate 14-24yo,Unemployment rate 14-24yo men,Unemployment rate 14-24yo women,Unemployment rate 25-75yo,Unemployment rate 25-75yo men,Unemployment rate 25-75yo women,CovidDeath,CovidCases,Recent graduates employment rate total (20-34yo),Recent graduates employment rate men,Recent graduates employment rate women
2020,10,Azerbaijan,AZE,Europe,1.0139175E7,,,,,,,,,,48,3362,,,
2020,11,Azerbaijan,AZE,Europe,1.0139175E7,,,,,,,,,,144,15753,,,
2020,12,Azerbaijan,AZE,Europe,1.0139175E7,,,,,,,,,,621,61751,,,
2022,1,Virgin Islands -  U.S.,VIR,America,104423.0,,,,,,,,,,5,3611,,,
2021,11,France,FRA,Europe,6.7320216E7,,,,,,,,,,851,157708,,,
2021,12,France,FRA,Europe,6.7320216E7,,,,,,,,,,1673,678536,,,
2021,10,France,FRA,Europe,6.7320216E7,7.6,7.6,7.6,18.6,18.9,18.2,6.3,6.2,6.3,1467,153332,,,
2021,9,Macedonia -  the former Yugoslav Republic of,MKD,Europe,2076255.0,,,,,,,,,,707,21359,,,
2008,11,France,FRA,,,7.8,,,22.0,,,6.2,,,,,,,
2008,10,France,FRA,,,7.6,,,21.5,,,6.0,,,,,,,
2008,12,France,FRA,,,8.0,,,22.6,,,6.3,,,,,,,
2012,3,United Kingdom,GBR,,,8.173666,,,21.87471,,,5.848714,,,,,81.5,83.9,79.4
2021,4,Macedonia -  the former Yugoslav Republic of,MKD,Europe,2076255.0,,,,,,,,,,1002,23650,,,
2012,2,United Kingdom,GBR,,,8.210361,,,21.9466,,,5.867599,,,,,81.5,83.9,79.4
2021,3,Macedonia -  the former Yugoslav Republic of,MKD,Europe,2076255.0,,,,,,,,,,538,24151,,,
2012,1,United Kingdom,GBR,,,8.288603,,,22.07554,,,5.935307,,,,,81.5,83.9,79.4
2021,2,Macedonia -  the former Yugoslav Republic of,MKD,Europe,2076255.0,,,,,,,,,,282,10094,,,
2021,1,Macedonia -  the former Yugoslav Republic of,MKD,Europe,2076255.0,,,,,,,,,,325,8669,,,
2012,7,United Kingdom,GBR,,,7.889625,,,20.8337,,,5.681727,,,,,81.5,83.9,79.4
2021,8,Macedonia -  the former Yugoslav Republic of,MKD,Europe,2076255.0,,,,,,,,,,65,6233,,,
2012,6,United Kingdom,GBR,,,8.038419,,,21.63098,,,5.696328,,,,,81.5,83.9,79.4
2021,7,Macedonia -  the former Yugoslav Republic of,MKD,Europe,2076255.0,,,,,,,,,,12,307,,,
2012,5,United Kingdom,GBR,,,7.991643,,,21.52459,,,5.66258,,,,,81.5,83.9,79.4
2021,6,Macedonia -  the former Yugoslav Republic of,MKD,Europe,2076255.0,,,,,,,,,,164,561,,,
2012,4,United Kingdom,GBR,,,8.08031,,,21.91599,,,5.715997,,,,,81.5,83.9,79.4
2021,5,Macedonia -  the former Yugoslav Republic of,MKD,Europe,2076255.0,,,,,,,,,,634,4475,,,
2012,9,United Kingdom,GBR,,,7.8517,,,20.51764,,,5.701994,,,,,81.5,83.9,79.4
2012,8,United Kingdom,GBR,,,7.859896,,,20.98484,,,5.625967,,,,,81.5,83.9,79.4
2020,1,Western Sahara,ESH,Africa,597330.0,,,,,,,,,,0,0,,,
2019,10,Iceland,ISL,,,,,,,,,,,,,,91.5,92.8,90.2
2020,2,Western Sahara,ESH,Africa,597330.0,,,,,,,,,,0,0,,,
2019,11,Iceland,ISL,,,,,,,,,,,,,,91.5,92.8,90.2
2020,3,Western Sahara,ESH,Africa,597330.0,,,,,,,,,,0,0,,,
2019,12,Iceland,ISL,,,,,,,,,,,,,,91.5,92.8,90.2
2020,4,Western Sahara,ESH,Africa,597330.0,,,,,,,,,,0,0,,,
2020,5,Western Sahara,ESH,Africa,597330.0,,,,,,,,,,0,6,,,
2020,6,Western Sahara,ESH,Africa,597330.0,,,,,,,,,,1,17,,,
2020,7,Western Sahara,ESH,Africa,597330.0,,,,,,,,,,0,496,,,
2020,8,Western Sahara,ESH,Africa,597330.0,,,,,,,,,,0,247,,,
2022,1,Sri Lanka,LKA,Asia,2.141325E7,,,,,,,,,,192,8412,,,
2020,9,Western Sahara,ESH,Africa,597330.0,,,,,,,,,,0,0,,,
2011,12,Malta,MLT,,,,,,,,,,,,,,91.1,91.1,91.1
2014,12,Lithuania,LTU,,,10.2,,,18.9,,,9.4,,,,,80.7,82.8,78.5
2014,11,Lithuania,LTU,,,10.5,,,18.8,,,9.7,,,,,80.7,82.8,78.5
2022,1,Benin,BEN,Africa,1.2123198E7,,,,,,,,,,1,1101,,,
2014,10,Lithuania,LTU,,,10.3,,,18.5,,,9.5,,,,,80.7,82.8,78.5
2011,11,Malta,MLT,,,,,,,,,,,,,,91.1,91.1,91.1
2011,10,Malta,MLT,,,,,,,,,,,,,,91.1,91.1,91.1
2019,1,Denmark,DNK,,,,,,,,,,,,,,85.1,87.8,82.4
2016,12,Estonia,EST,,,6.3,,,14.2,,,5.6,,,,,77.1,87.7,69
2019,2,Denmark,DNK,,,,,,,,,,,,,,85.1,87.8,82.4
2016,11,Estonia,EST,,,6.8,,,13.6,,,6.1,,,,,77.1,87.7,69
2020,2,Wallis and Futuna,WLF,Oceania,11246.0,,,,,,,,,,0,0,,,
2016,10,Estonia,EST,,,7.3,,,11.6,,,6.9,,,,,77.1,87.7,69
2020,1,Wallis and Futuna,WLF,Oceania,11246.0,,,,,,,,,,0,0,,,
2020,4,Wallis and Futuna,WLF,Oceania,11246.0,,,,,,,,,,0,0,,,
2020,3,Wallis and Futuna,WLF,Oceania,11246.0,,,,,,,,,,0,0,,,
2019,7,Denmark,DNK,,,,,,,,,,,,,,85.1,87.8,82.4
2019,8,Denmark,DNK,,,,,,,,,,,,,,85.1,87.8,82.4
2011,9,United States,USA,,,9.0,,,17.3,,,7.739035,,,,,,,
2019,9,Denmark,DNK,,,,,,,,,,,,,,85.1,87.8,82.4
2011,7,United States,USA,,,9.0,,,17.3,,,7.682095,,,,,,,
2019,3,Denmark,DNK,,,,,,,,,,,,,,85.1,87.8,82.4
2011,8,United States,USA,,,9.0,,,17.4,,,7.657529,,,,,,,
2019,4,Denmark,DNK,,,,,,,,,,,,,,85.1,87.8,82.4
2011,5,United States,USA,,,9.0,,,17.3,,,7.73469,,,,,,,
2019,5,Denmark,DNK,,,,,,,,,,,,,,85.1,87.8,82.4
2011,6,United States,USA,,,9.1,,,17.1,,,7.850813,,,,,,,
2019,6,Denmark,DNK,,,,,,,,,,,,,,85.1,87.8,82.4
2005,8,Germany,DEU,,,,,,15.3,,,10.6,,,,,,,
2011,3,United States,USA,,,9.0,,,17.6,,,7.587791,,,,,,,
2005,7,Germany,DEU,,,,,,15.5,,,10.7,,,,,,,
2011,4,United States,USA,,,9.1,,,17.6,,,7.750722,,,,,,,
2005,6,Germany,DEU,,,,,,15.7,,,10.7,,,,,,,
2011,1,United States,USA,,,9.1,,,18.1,,,7.711343,,,,,,,
2005,5,Germany,DEU,,,,,,15.8,,,10.6,,,,,,,
2011,2,United States,USA,,,9.0,,,17.7,,,7.641525,,,,,,,
2005,4,Germany,DEU,,,,,,15.9,,,10.6,,,,,,,
2005,3,Germany,DEU,,,,,,15.1,,,10.4,,,,,,,
2013,10,Finland,FIN,,,8.1,,,19.5,,,6.4,,,,,79.8,80,79.5
2013,11,Finland,FIN,,,8.9,,,19.2,,,7.4,,,,,79.8,80,79.5
2013,12,Finland,FIN,,,8.5,,,20.0,,,6.9,,,,,79.8,80,79.5
2005,9,Germany,DEU,,,11.1,,,15.1,,,10.6,,,,,,,
2021,1,Cape Verde,CPV,Africa,555988.0,,,,,,,,,,21,2178,,,
2021,2,Cape Verde,CPV,Africa,555988.0,,,,,,,,,,13,1302,,,
2021,3,Cape Verde,CPV,Africa,555988.0,,,,,,,,,,18,1725,,,
2020,12,Bangladesh,BGD,Asia,1.64689383E8,,,,,,,,,,668,53155,,,
2021,4,Cape Verde,CPV,Africa,555988.0,,,,,,,,,,38,5233,,,
2021,5,Cape Verde,CPV,Africa,555988.0,,,,,,,,,,53,6976,,,
2021,6,Cape Verde,CPV,Africa,555988.0,,,,,,,,,,27,2705,,,
2021,7,Cape Verde,CPV,Africa,555988.0,,,,,,,,,,12,1263,,,
2021,8,Cape Verde,CPV,Africa,555988.0,,,,,,,,,,5,1095,,,
2021,9,Cape Verde,CPV,Africa,555988.0,,,,,,,,,,20,2191,,,
2020,10,Bangladesh,BGD,Asia,1.64689383E8,,,,,,,,,,899,43533,,,
2020,11,Bangladesh,BGD,Asia,1.64689383E8,,,,,,,,,,593,40562,,,
2019,1,Netherlands,NLD,,,3.6,,,6.5,,,3.0,,,,,91.9,92.0,91.8
2021,11,Andorra,AND,Europe,76177.0,,,,,,,,,,0,398,,,
2021,12,Andorra,AND,Europe,76177.0,,,,,,,,,,3,2926,,,
2020,1,Dominica,DMA,America,71991.0,,,,,,,,,,0,0,,,
2019,3,Netherlands,NLD,,,3.3,,,6.4,,,2.8,,,,,91.9,92.0,91.8
2020,2,Dominica,DMA,America,71991.0,,,,,,,,,,0,0,,,
2019,2,Netherlands,NLD,,,3.4,,,6.4,,,2.8,,,,,91.9,92.0,91.8
2021,10,Andorra,AND,Europe,76177.0,,,,,,,,,,0,224,,,
2020,3,Dominica,DMA,America,71991.0,,,,,,,,,,0,1,,,
2019,5,Netherlands,NLD,,,3.3,,,6.3,,,2.7,,,,,91.9,92.0,91.8
2019,4,Netherlands,NLD,,,3.3,,,6.2,,,2.7,,,,,91.9,92.0,91.8
2019,7,Netherlands,NLD,,,3.4,,,6.7,,,2.7,,,,,91.9,92.0,91.8
2019,6,Netherlands,NLD,,,3.4,,,6.5,,,2.8,,,,,91.9,92.0,91.8
2019,9,Netherlands,NLD,,,3.5,,,7.2,,,2.8,,,,,91.9,92.0,91.8
2020,8,Dominica,DMA,America,71991.0,,,,,,,,,,0,0,,,
2019,8,Netherlands,NLD,,,3.5,,,6.9,,,2.8,,,,,91.9,92.0,91.8
2020,9,Dominica,DMA,America,71991.0,,,,,,,,,,0,2,,,
2021,12,Kuwait,KWT,Asia,4270563.0,,,,,,,,,,3,647,,,
2008,10,Ireland,IRL,,,8.1,,,16.5,,,6.3,,,,,,,
2020,4,Dominica,DMA,America,71991.0,,,,,,,,,,0,15,,,
2008,11,Ireland,IRL,,,8.5,,,17.2,,,6.6,,,,,,,
2020,5,Dominica,DMA,America,71991.0,,,,,,,,,,0,0,,,
2008,12,Ireland,IRL,,,9.0,,,18.0,,,7.1,,,,,,,
2020,6,Dominica,DMA,America,71991.0,,,,,,,,,,0,2,,,
2021,11,Kuwait,KWT,Asia,4270563.0,,,,,,,,,,8,765,,,
2020,7,Dominica,DMA,America,71991.0,,,,,,,,,,0,0,,,
2021,10,Kuwait,KWT,Asia,4270563.0,,,,,,,,,,23,1295,,,
2020,12,Djibouti,DJI,Africa,988002.0,,,,,,,,,,0,114,,,
2011,12,Turkey,TUR,,,,,,,,,,,,,,61.1,69.6,53
2011,10,Turkey,TUR,,,,,,,,,,,,,,61.1,69.6,53
2011,11,Turkey,TUR,,,,,,,,,,,,,,61.1,69.6,53
2020,10,Djibouti,DJI,Africa,988002.0,,,,,,,,,,0,31,,,
2006,1,Netherlands,NLD,,,5.5,,,11.1,,,4.5,,,,,,,
2020,11,Djibouti,DJI,Africa,988002.0,,,,,,,,,,0,144,,,
2006,2,Netherlands,NLD,,,5.5,,,11.2,,,4.4,,,,,,,
2006,3,Netherlands,NLD,,,5.3,,,10.6,,,4.4,,,,,,,
2006,4,Netherlands,NLD,,,5.2,,,10.1,,,4.3,,,,,,,
2006,5,Netherlands,NLD,,,5.2,,,10.0,,,4.3,,,,,,,
2006,6,Netherlands,NLD,,,5.0,,,9.7,,,4.1,,,,,,,
2006,7,Netherlands,NLD,,,4.9,,,9.6,,,4.1,,,,,,,
2006,8,Netherlands,NLD,,,4.8,,,9.6,,,3.9,,,,,,,
2006,9,Netherlands,NLD,,,4.8,,,9.7,,,3.9,,,,,,,
2007,3,Greece,GRC,,,9.0,,,25.0,,,7.7,,,,,,,
2022,1,Czech Republic,CZE,Europe,1.0693939E7,,,,,,,,,,548,119518,,,
2007,4,Greece,GRC,,,8.5,,,21.1,,,7.4,,,,,,,
2007,5,Greece,GRC,,,8.4,,,23.9,,,7.0,,,,,,,
2007,6,Greece,GRC,,,8.6,,,22.0,,,7.4,,,,,,,
2022,1,Mali,MLI,Africa,2.0250834E7,,,,,,,,,,23,7036,,,
2007,7,Greece,GRC,,,8.3,,,20.9,,,7.2,,,,,,,
2007,8,Greece,GRC,,,8.1,,,23.3,,,6.8,,,,,,,
2007,9,Greece,GRC,,,8.6,,,22.4,,,7.4,,,,,,,
2020,9,Cayman Islands,CYM,America,65720.0,,,,,,,,,,0,2,,,
2020,7,Cayman Islands,CYM,America,65720.0,,,,,,,,,,0,14,,,
2020,8,Cayman Islands,CYM,America,65720.0,,,,,,,,,,0,2,,,
2020,5,Cayman Islands,CYM,America,65720.0,,,,,,,,,,0,33,,,
2020,12,Mongolia,MNG,Asia,3278292.0,,,,,,,,,,0,442,,,
2020,6,Cayman Islands,CYM,America,65720.0,,,,,,,,,,0,93,,,
2020,11,Mongolia,MNG,Asia,3278292.0,,,,,,,,,,0,35,,,
2020,3,Cayman Islands,CYM,America,65720.0,,,,,,,,,,1,3,,,
2020,10,Mongolia,MNG,Asia,3278292.0,,,,,,,,,,0,4,,,
2020,4,Cayman Islands,CYM,America,65720.0,,,,,,,,,,0,58,,,
2020,1,Cayman Islands,CYM,America,65720.0,,,,,,,,,,0,0,,,
2011,12,Serbia,SRB,,,,,,,,,,,,,,45.5,47.1,43.4
2020,2,Cayman Islands,CYM,America,65720.0,,,,,,,,,,0,0,,,
2011,10,Serbia,SRB,,,,,,,,,,,,,,45.5,47.1,43.4
2021,12,Suriname,SUR,America,586634.0,,,,,,,,,,56,1443,,,
2011,11,Serbia,SRB,,,,,,,,,,,,,,45.5,47.1,43.4
2021,11,Suriname,SUR,America,586634.0,,,,,,,,,,140,4677,,,
2021,10,Suriname,SUR,America,586634.0,,,,,,,,,,208,10885,,,
2021,4,Japan,JPN,Asia,1.26476458E8,2.8,3.2,2.3,4.3,,,,,,852,93527,,,
2021,3,Japan,JPN,Asia,1.26476458E8,2.6,2.8,2.4,4.8,,,,,,1174,35841,,,
2021,6,Japan,JPN,Asia,1.26476458E8,2.9,3.1,2.7,4.5,,,,,,2164,69726,,,
2021,5,Japan,JPN,Asia,1.26476458E8,3.0,3.2,2.7,4.3,,,,,,2323,152133,,,
2021,8,Japan,JPN,Asia,1.26476458E8,2.8,3.1,2.5,4.2,,,,,,360,289950,,,
2021,3,China,CHN,Asia,1.439323774E9,,,,,,,,,,6,711,,,
2022,1,Moldova -  Republic of,MDA,Europe,4033963.0,,,,,,,,,,138,12115,,,
2021,7,Japan,JPN,Asia,1.26476458E8,2.8,3.1,2.4,4.2,,,,,,640,54432,,,
2021,2,China,CHN,Asia,1.439323774E9,,,,,,,,,,18,902,,,
2021,1,China,CHN,Asia,1.439323774E9,,,,,,,,,,32,3850,,,
2021,9,Japan,JPN,Asia,1.26476458E8,2.8,2.9,2.6,4.2,,,,,,1342,503709,,,
2021,7,China,CHN,Asia,1.439323774E9,,,,,,,,,,2,744,,,
2021,6,China,CHN,Asia,1.439323774E9,,,,,,,,,,0,673,,,
2021,5,China,CHN,Asia,1.439323774E9,,,,,,,,,,1,489,,,
2021,4,China,CHN,Asia,1.439323774E9,,,,,,,,,,4,708,,,
2021,2,Japan,JPN,Asia,1.26476458E8,2.9,3.1,2.8,4.9,,,,,,2165,43255,,,
2021,9,China,CHN,Asia,1.439323774E9,,,,,,,,,,0,931,,,
2021,8,China,CHN,Asia,1.439323774E9,,,,,,,,,,0,2236,,,
2021,1,Japan,JPN,Asia,1.26476458E8,,,,,,,,,,2123,145671,,,
2019,7,Hungary,HUN,,,,,,,,,,,,,,85.6,89.8,81.1
2019,8,Hungary,HUN,,,,,,,,,,,,,,85.6,89.8,81.1
2019,9,Hungary,HUN,,,,,,,,,,,,,,85.6,89.8,81.1
2019,3,Hungary,HUN,,,,,,,,,,,,,,85.6,89.8,81.1
2019,4,Hungary,HUN,,,,,,,,,,,,,,85.6,89.8,81.1
2019,5,Hungary,HUN,,,,,,,,,,,,,,85.6,89.8,81.1
2019,6,Hungary,HUN,,,,,,,,,,,,,,85.6,89.8,81.1
2011,5,Spain,ESP,,,20.6,,,45.0,,,18.4,,,,,67.1,68,66.4
2011,4,Spain,ESP,,,20.6,,,44.8,,,18.3,,,,,67.1,68,66.4
2011,7,Spain,ESP,,,21.3,,,46.2,,,19.1,,,,,67.1,68,66.4
2019,1,Hungary,HUN,,,,,,,,,,,,,,85.6,89.8,81.1
2011,6,Spain,ESP,,,21.0,,,45.6,,,18.7,,,,,67.1,68,66.4
2019,2,Hungary,HUN,,,,,,,,,,,,,,85.6,89.8,81.1
2011,9,Spain,ESP,,,22.1,,,47.4,,,19.8,,,,,67.1,68,66.4
2011,8,Spain,ESP,,,21.7,,,46.6,,,19.4,,,,,67.1,68,66.4
2020,12,Costa Rica,CRI,America,5094114.0,,,,,,,,,,305,27122,,,
2020,11,Costa Rica,CRI,America,5094114.0,,,,,,,,,,435,30789,,,
2016,9,Latvia,LVA,,,9.7,,,18.1,,,9.1,,,,,81.4,77.5,84.9
2020,10,Costa Rica,CRI,America,5094114.0,,,,,,,,,,472,32262,,,
2016,8,Latvia,LVA,,,9.8,,,18.5,,,9.1,,,,,81.4,77.5,84.9
2017,10,Austria,AUT,,,5.7,,,10.5,,,5.1,,,,,89.4,88.9,90
2011,1,Spain,ESP,,,20.5,,,44.0,,,18.3,,,,,67.1,68,66.4
2016,7,Latvia,LVA,,,9.8,,,19.3,,,9.0,,,,,81.4,77.5,84.9
2017,11,Austria,AUT,,,6.0,,,10.5,,,5.4,,,,,89.4,88.9,90
2020,12,Georgia,GEO,Europe,3989175.0,,,,,,,,,,925,93005,,,
2016,6,Latvia,LVA,,,9.6,,,19.4,,,8.8,,,,,81.4,77.5,84.9
2017,12,Austria,AUT,,,5.9,,,10.4,,,5.3,,,,,89.4,88.9,90
2011,3,Spain,ESP,,,20.6,,,45.0,,,18.4,,,,,67.1,68,66.4
2016,5,Latvia,LVA,,,9.5,,,18.8,,,8.7,,,,,81.4,77.5,84.9
2020,10,Georgia,GEO,Europe,3989175.0,,,,,,,,,,31,6478,,,
2011,2,Spain,ESP,,,20.6,,,44.5,,,18.4,,,,,67.1,68,66.4
2016,4,Latvia,LVA,,,9.5,,,17.3,,,8.9,,,,,81.4,77.5,84.9
2020,11,Georgia,GEO,Europe,3989175.0,,,,,,,,,,292,34461,,,
2020,9,Indonesia,IDN,Asia,2.73523621E8,,,,,,,,,,2302,68713,,,
2020,7,Indonesia,IDN,Asia,2.73523621E8,,,,,,,,,,1472,37422,,,
2020,8,Indonesia,IDN,Asia,2.73523621E8,,,,,,,,,,2117,49697,,,
2005,11,Austria,AUT,,,6.1,,,11.8,,,5.1,,,,,,,
2005,10,Austria,AUT,,,6.2,,,11.6,,,5.3,,,,,,,
2007,1,Greece,GRC,,,8.5,,,23.5,,,7.2,,,,,,,
2005,12,Austria,AUT,,,6.1,,,11.7,,,5.1,,,,,,,
2007,2,Greece,GRC,,,8.8,,,24.9,,,7.3,,,,,,,
2017,10,Denmark,DNK,,,,,,,,,,,,,,81.7,85.3,78.1
2017,11,Denmark,DNK,,,,,,,,,,,,,,81.7,85.3,78.1
2017,12,Denmark,DNK,,,,,,,,,,,,,,81.7,85.3,78.1
2021,10,Ireland,IRL,Europe,4964440.0,5.2,5.3,5.1,10.5,10.5,10.6,4.4,4.5,4.3,125,36498,,,
2021,12,Ireland,IRL,Europe,4964440.0,,,,,,,,,,215,124864,,,
2021,11,Ireland,IRL,Europe,4964440.0,5.2,5.3,5.2,10.9,11.0,10.9,4.3,4.4,4.3,212,66229,,,
2021,6,Portugal,PRT,Europe,1.0295909E7,6.8,6.3,7.4,25.4,23.4,27.9,5.5,4.9,6.1,50,20340,,,
2021,5,Portugal,PRT,Europe,1.0295909E7,7.0,6.7,7.4,25.6,22.9,28.7,5.7,5.4,6.0,53,11004,,,
2021,8,Portugal,PRT,Europe,1.0295909E7,6.3,5.7,6.9,22.9,20.3,26.0,5.2,4.6,5.7,358,71906,,,
2021,7,Portugal,PRT,Europe,1.0295909E7,6.6,6.0,7.2,23.4,21.9,25.2,5.4,4.7,6.1,147,66741,,,
2021,9,Portugal,PRT,Europe,1.0295909E7,6.4,6.2,6.5,22.7,21.0,24.8,5.3,5.1,5.5,293,51626,,,
2020,6,France,FRA,Europe,6.7320216E7,7.5,,,23.0,,,5.9,,,1638,15119,74.9,73.1,76.6
2020,5,France,FRA,Europe,6.7320216E7,7.1,,,22.3,,,5.5,,,5386,24702,74.9,73.1,76.6
2020,8,France,FRA,Europe,6.7320216E7,9.0,,,23.6,,,7.5,,,365,31542,74.9,73.1,76.6
2020,7,France,FRA,Europe,6.7320216E7,8.7,,,24.0,,,7.0,,,534,14959,74.9,73.1,76.6
2020,2,France,FRA,Europe,6.7320216E7,7.7,,,20.1,,,6.4,,,1,13,74.9,73.1,76.6
2020,1,France,FRA,Europe,6.7320216E7,8.1,,,21.0,,,6.7,,,0,3,74.9,73.1,76.6
2020,4,France,FRA,Europe,6.7320216E7,7.5,,,22.6,,,6.0,,,11378,96605,74.9,73.1,76.6
2020,3,France,FRA,Europe,6.7320216E7,7.5,,,20.2,,,6.2,,,713,16677,74.9,73.1,76.6
2016,11,Poland,POL,,,,,,,,,,,,,,80.2,83.4,77.2
2016,12,Poland,POL,,,,,,,,,,,,,,80.2,83.4,77.2
2016,10,Poland,POL,,,,,,,,,,,,,,80.2,83.4,77.2
2020,1,Indonesia,IDN,Asia,2.73523621E8,,,,,,,,,,0,0,,,
2020,2,Indonesia,IDN,Asia,2.73523621E8,,,,,,,,,,0,0,,,
2010,8,Ireland,IRL,,,14.5,,,27.3,,,12.3,,,,,72.7,70.8,74.3
2020,5,Indonesia,IDN,Asia,2.73523621E8,,,,,,,,,,566,10939,,,
2010,9,Ireland,IRL,,,15.0,,,29.1,,,12.7,,,,,72.7,70.8,74.3
2020,6,Indonesia,IDN,Asia,2.73523621E8,,,,,,,,,,986,20763,,,
2010,6,Ireland,IRL,,,14.4,,,27.2,,,12.2,,,,,72.7,70.8,74.3
2020,3,Indonesia,IDN,Asia,2.73523621E8,,,,,,,,,,48,514,,,
2010,7,Ireland,IRL,,,14.3,,,27.2,,,12.1,,,,,72.7,70.8,74.3
2020,4,Indonesia,IDN,Asia,2.73523621E8,,,,,,,,,,534,6061,,,
2020,9,France,FRA,Europe,6.7320216E7,9.0,,,22.6,,,7.5,,,474,138024,74.9,73.1,76.6
2010,4,Ireland,IRL,,,14.2,,,27.0,,,11.9,,,,,72.7,70.8,74.3
2020,6,Wallis and Futuna,WLF,Oceania,11246.0,,,,,,,,,,0,0,,,
2010,5,Ireland,IRL,,,14.5,,,27.2,,,12.3,,,,,72.7,70.8,74.3
2020,5,Wallis and Futuna,WLF,Oceania,11246.0,,,,,,,,,,0,0,,,
2010,2,Ireland,IRL,,,13.7,,,27.3,,,11.3,,,,,72.7,70.8,74.3
2021,10,Guernsey,GGY,Europe,64468.0,,,,,,,,,,2,301,,,
2020,8,Wallis and Futuna,WLF,Oceania,11246.0,,,,,,,,,,0,0,,,
2010,3,Ireland,IRL,,,13.9,,,27.3,,,11.5,,,,,72.7,70.8,74.3
2020,7,Wallis and Futuna,WLF,Oceania,11246.0,,,,,,,,,,0,0,,,
2021,2,Portugal,PRT,Europe,1.0295909E7,6.9,6.8,7.0,23.0,18.0,29.4,5.8,5.9,5.7,3594,78486,,,
2021,12,Guernsey,GGY,Europe,64468.0,,,,,,,,,,0,2321,,,
2013,10,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,43.3,46.1,40.8
2010,1,Ireland,IRL,,,13.8,,,27.7,,,11.3,,,,,72.7,70.8,74.3
2021,1,Portugal,PRT,Europe,1.0295909E7,7.0,,,23.8,,,5.9,,,5561,294003,,,
2021,11,Guernsey,GGY,Europe,64468.0,,,,,,,,,,3,594,,,
2020,9,Wallis and Futuna,WLF,Oceania,11246.0,,,,,,,,,,0,0,,,
2021,4,Portugal,PRT,Europe,1.0295909E7,7.0,6.8,7.2,24.7,21.6,28.6,5.8,5.7,5.9,122,13942,,,
2013,12,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,43.3,46.1,40.8
2021,3,Portugal,PRT,Europe,1.0295909E7,6.6,6.5,6.8,22.8,18.7,28.0,5.6,5.6,5.5,492,15911,,,
2013,11,Macedonia -  the former Yugoslav Republic of,MKD,,,,,,,,,,,,,,43.3,46.1,40.8
2010,7,Luxembourg,LUX,,,4.4,,,14.3,,,3.7,,,,,89.5,93.8,84.4
2010,6,Luxembourg,LUX,,,4.4,,,14.6,,,3.8,,,,,89.5,93.8,84.4
2010,9,Luxembourg,LUX,,,4.5,,,14.1,,,3.9,,,,,89.5,93.8,84.4
2010,8,Luxembourg,LUX,,,4.4,,,14.2,,,3.8,,,,,89.5,93.8,84.4
2010,3,Luxembourg,LUX,,,4.6,,,15.9,,,3.8,,,,,89.5,93.8,84.4
2010,2,Luxembourg,LUX,,,4.7,,,16.6,,,3.8,,,,,89.5,93.8,84.4
2010,5,Luxembourg,LUX,,,4.4,,,14.3,,,3.7,,,,,89.5,93.8,84.4
2022,1,Senegal,SEN,Africa,1.674393E7,,,,,,,,,,19,7315,,,
2010,4,Luxembourg,LUX,,,4.5,,,15.9,,,3.7,,,,,89.5,93.8,84.4
2021,5,France,FRA,Europe,6.7320216E7,8.3,8.2,8.4,19.5,19.0,20.0,7.0,6.9,7.2,5734,425099,,,
2010,9,Italy,ITA,,,8.4,,,28.3,,,7.0,,,,,57.8,60.3,55.4
2021,4,France,FRA,Europe,6.7320216E7,8.3,8.2,8.3,20.2,19.5,21.0,6.9,6.9,6.9,8221,838360,,,
2021,7,France,FRA,Europe,6.7320216E7,8.0,8.0,8.0,19.9,19.9,19.8,6.6,6.5,6.7,731,104432,,,
2021,6,France,FRA,Europe,6.7320216E7,8.1,8.0,8.2,19.4,19.2,19.6,6.8,6.7,7.0,2103,158252,,,
2021,1,France,FRA,Europe,6.7320216E7,7.9,,,20.6,,,6.6,,,13486,511238,,,
2020,12,Monaco,MCO,Europe,39244.0,,,,,,,,,,1,242,,,
2021,3,France,FRA,Europe,6.7320216E7,8.1,8.3,7.9,20.8,20.3,21.4,6.7,7.0,6.5,7666,683391,,,
2020,11,Monaco,MCO,Europe,39244.0,,,,,,,,,,0,144,,,
2021,2,France,FRA,Europe,6.7320216E7,8.1,8.4,7.7,21.1,20.8,21.5,6.7,7.0,6.3,10703,497295,,,
2020,10,Monaco,MCO,Europe,39244.0,,,,,,,,,,0,74,,,
2022,1,Colombia,COL,America,5.0882884E7,,,,,,,,,,1069,377047,,,
2010,2,Italy,ITA,,,8.7,,,28.3,,,7.2,,,,,57.8,60.3,55.4
2010,1,Italy,ITA,,,8.6,,,27.2,,,7.2,,,,,57.8,60.3,55.4
2010,4,Italy,ITA,,,8.7,,,28.5,,,7.2,,,,,57.8,60.3,55.4
2010,3,Italy,ITA,,,8.6,,,26.9,,,7.2,,,,,57.8,60.3,55.4
2010,6,Italy,ITA,,,8.5,,,27.5,,,7.2,,,,,57.8,60.3,55.4
2021,9,France,FRA,Europe,6.7320216E7,7.7,7.8,7.7,19.6,19.8,19.5,6.3,6.3,6.3,2849,440175,,,
2010,5,Italy,ITA,,,8.7,,,28.8,,,7.2,,,,,57.8,60.3,55.4
