"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","UNEMP","25_74","PC_LF","M","2016-02",5.2,"P"
"AUT","UNEMP","25_74","PC_LF","M","2016-03",5.6,"P"
"AUT","UNEMP","25_74","PC_LF","M","2016-04",5.6,"P"
"AUT","UNEMP","25_74","PC_LF","M","2016-05",6,"P"
"AUT","UNEMP","25_74","PC_LF","M","2016-06",5.9,"P"
"AUT","UNEMP","25_74","PC_LF","M","2016-07",5.7,"P"
"AUT","UNEMP","25_74","PC_LF","M","2016-08",6.3,"P"
"AUT","UNEMP","25_74","PC_LF","M","2016-09",5.6,"P"
"AUT","UNEMP","25_74","PC_LF","M","2016-10",5.6,"P"
"AUT","UNEMP","25_74","PC_LF","M","2016-11",5.5,"P"
"AUT","UNEMP","25_74","PC_LF","M","2016-12",5.3,"P"
"AUT","UNEMP","25_74","PC_LF","M","2017-01",5.4,"P"
"AUT","UNEMP","25_74","PC_LF","M","2017-02",5.4,"P"
"AUT","UNEMP","25_74","PC_LF","M","2017-03",5.4,"P"
"AUT","UNEMP","25_74","PC_LF","M","2017-04",5.1,"P"
"AUT","UNEMP","25_74","PC_LF","M","2017-05",5.5,"P"
"AUT","UNEMP","25_74","PC_LF","M","2017-06",5.3,"P"
"AUT","UNEMP","25_74","PC_LF","M","2017-07",5.3,"P"
"AUT","UNEMP","25_74","PC_LF","M","2017-08",5.5,"P"
"AUT","UNEMP","25_74","PC_LF","M","2017-09",5.2,"P"
"AUT","UNEMP","25_74","PC_LF","M","2017-10",5.1,"P"
"AUT","UNEMP","25_74","PC_LF","M","2017-11",5.4,"P"
"AUT","UNEMP","25_74","PC_LF","M","2017-12",5.3,"P"
"AUT","UNEMP","25_74","PC_LF","M","2018-01",4.9,"P"
"AUT","UNEMP","25_74","PC_LF","M","2018-02",4.7,"P"
"AUT","UNEMP","25_74","PC_LF","M","2018-03",4.4,"P"
"AUT","UNEMP","25_74","PC_LF","M","2018-04",4.3,"P"
"AUT","UNEMP","25_74","PC_LF","M","2018-05",4.1,"P"
"AUT","UNEMP","25_74","PC_LF","M","2018-06",4.4,"P"
"AUT","UNEMP","25_74","PC_LF","M","2018-07",4.6,"P"
"AUT","UNEMP","25_74","PC_LF","M","2018-08",5,"P"
"AUT","UNEMP","25_74","PC_LF","M","2018-09",4.8,"P"
"AUT","UNEMP","25_74","PC_LF","M","2018-10",4.4,"P"
"AUT","UNEMP","25_74","PC_LF","M","2018-11",4.5,"P"
"AUT","UNEMP","25_74","PC_LF","M","2018-12",4.7,"P"
"AUT","UNEMP","25_74","PC_LF","M","2019-01",4.5,"P"
"AUT","UNEMP","25_74","PC_LF","M","2019-02",4.7,"P"
"AUT","UNEMP","25_74","PC_LF","M","2019-03",4.5,"P"
"AUT","UNEMP","25_74","PC_LF","M","2019-04",4.5,"P"
"AUT","UNEMP","25_74","PC_LF","M","2019-05",4.3,"P"
"AUT","UNEMP","25_74","PC_LF","M","2019-06",4,"P"
"AUT","UNEMP","25_74","PC_LF","M","2019-07",4.2,"P"
"AUT","UNEMP","25_74","PC_LF","M","2019-08",4.3,"P"
"AUT","UNEMP","25_74","PC_LF","M","2019-09",4.2,"P"
"AUT","UNEMP","25_74","PC_LF","M","2019-10",4.3,"P"
"AUT","UNEMP","25_74","PC_LF","M","2019-11",3.8,"P"
"AUT","UNEMP","25_74","PC_LF","M","2019-12",4,"P"
"AUT","UNEMP","25_74","PC_LF","M","2020-01",3.8,"P"
"AUT","UNEMP","25_74","PC_LF","M","2020-02",3.8,"P"
"AUT","UNEMP","25_74","PC_LF","M","2020-03",4.2,"P"
"AUT","UNEMP","25_74","PC_LF","M","2020-04",4.9,"P"
"AUT","UNEMP","25_74","PC_LF","M","2020-05",6.1,"P"
"AUT","UNEMP","25_74","PC_LF","M","2020-06",7,"P"
"AUT","UNEMP","25_74","PC_LF","M","2020-07",6,"P"
"AUT","UNEMP","25_74","PC_LF","M","2020-08",5.7,"P"
"AUT","UNEMP","25_74","PC_LF","M","2020-09",6,"P"
"AUT","UNEMP","25_74","PC_LF","M","2020-10",5.8,"P"
"AUT","UNEMP","25_74","PC_LF","M","2020-11",5.4,"P"
"AUT","UNEMP","25_74","PC_LF","M","2020-12",6.1,"P"
"AUT","UNEMP","25_74","PC_LF","M","2021-01",6.7,"P"
"AUT","UNEMP","25_74","PC_LF","M","2021-02",6.3,"P"
"AUT","UNEMP","25_74","PC_LF","M","2021-03",6,"P"
"AUT","UNEMP","25_74","PC_LF","M","2021-04",6.4,"P"
"AUT","UNEMP","25_74","PC_LF","M","2021-05",6,"P"
"AUT","UNEMP","25_74","PC_LF","M","2021-06",5.6,"P"
"AUT","UNEMP","25_74","PC_LF","M","2021-07",5.5,"P"
"AUT","UNEMP","25_74","PC_LF","M","2021-08",5.2,"P"
"AUT","UNEMP","25_74","PC_LF","M","2021-09",4.7,"P"
"AUT","UNEMP","25_74","PC_LF","M","2021-10",5.2,"P"
"BEL","UNEMP","25_74","PC_LF","M","2005-03",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2005-04",7,
"BEL","UNEMP","25_74","PC_LF","M","2005-05",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2005-06",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2005-07",7.2,
"BEL","UNEMP","25_74","PC_LF","M","2005-08",7.2,
"BEL","UNEMP","25_74","PC_LF","M","2005-09",7.2,
"BEL","UNEMP","25_74","PC_LF","M","2005-10",7,
"BEL","UNEMP","25_74","PC_LF","M","2005-11",6.9,
"BEL","UNEMP","25_74","PC_LF","M","2005-12",7,
"BEL","UNEMP","25_74","PC_LF","M","2006-01",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2006-02",7.2,
"BEL","UNEMP","25_74","PC_LF","M","2006-03",7.4,
"BEL","UNEMP","25_74","PC_LF","M","2006-04",7.5,
"BEL","UNEMP","25_74","PC_LF","M","2006-05",7.5,
"BEL","UNEMP","25_74","PC_LF","M","2006-06",7.3,
"BEL","UNEMP","25_74","PC_LF","M","2006-07",6.8,
"BEL","UNEMP","25_74","PC_LF","M","2006-08",6.5,
"BEL","UNEMP","25_74","PC_LF","M","2006-09",6.6,
"BEL","UNEMP","25_74","PC_LF","M","2006-10",6.6,
"BEL","UNEMP","25_74","PC_LF","M","2006-11",6.7,
"BEL","UNEMP","25_74","PC_LF","M","2006-12",6.7,
"BEL","UNEMP","25_74","PC_LF","M","2007-01",6.7,
"BEL","UNEMP","25_74","PC_LF","M","2007-02",6.7,
"BEL","UNEMP","25_74","PC_LF","M","2007-03",6.7,
"BEL","UNEMP","25_74","PC_LF","M","2007-04",6.8,
"BEL","UNEMP","25_74","PC_LF","M","2007-05",6.7,
"BEL","UNEMP","25_74","PC_LF","M","2007-06",6.4,
"BEL","UNEMP","25_74","PC_LF","M","2007-07",6.1,
"BEL","UNEMP","25_74","PC_LF","M","2007-08",5.9,
"BEL","UNEMP","25_74","PC_LF","M","2007-09",5.8,
"BEL","UNEMP","25_74","PC_LF","M","2007-10",6,
"BEL","UNEMP","25_74","PC_LF","M","2007-11",6,
"BEL","UNEMP","25_74","PC_LF","M","2007-12",6.1,
"BEL","UNEMP","25_74","PC_LF","M","2008-01",6,
"BEL","UNEMP","25_74","PC_LF","M","2008-02",5.9,
"BEL","UNEMP","25_74","PC_LF","M","2008-03",5.8,
"BEL","UNEMP","25_74","PC_LF","M","2008-04",5.7,
"BEL","UNEMP","25_74","PC_LF","M","2008-05",5.6,
"BEL","UNEMP","25_74","PC_LF","M","2008-06",5.9,
"BEL","UNEMP","25_74","PC_LF","M","2008-07",6.2,
"BEL","UNEMP","25_74","PC_LF","M","2008-08",6.3,
"BEL","UNEMP","25_74","PC_LF","M","2008-09",6.1,
"BEL","UNEMP","25_74","PC_LF","M","2008-10",5.7,
"BEL","UNEMP","25_74","PC_LF","M","2008-11",5.6,
"BEL","UNEMP","25_74","PC_LF","M","2008-12",5.8,
"BEL","UNEMP","25_74","PC_LF","M","2009-01",6.3,
"BEL","UNEMP","25_74","PC_LF","M","2009-02",6.6,
"BEL","UNEMP","25_74","PC_LF","M","2009-03",6.7,
"BEL","UNEMP","25_74","PC_LF","M","2009-04",6.5,
"BEL","UNEMP","25_74","PC_LF","M","2009-05",6.4,
"BEL","UNEMP","25_74","PC_LF","M","2009-06",6.5,
"BEL","UNEMP","25_74","PC_LF","M","2009-07",6.6,
"BEL","UNEMP","25_74","PC_LF","M","2009-08",6.7,
"BEL","UNEMP","25_74","PC_LF","M","2009-09",6.6,
"BEL","UNEMP","25_74","PC_LF","M","2009-10",6.5,
"BEL","UNEMP","25_74","PC_LF","M","2009-11",6.6,
"BEL","UNEMP","25_74","PC_LF","M","2009-12",6.8,
"BEL","UNEMP","25_74","PC_LF","M","2010-01",7,
"BEL","UNEMP","25_74","PC_LF","M","2010-02",7,
"BEL","UNEMP","25_74","PC_LF","M","2010-03",7,
"BEL","UNEMP","25_74","PC_LF","M","2010-04",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2010-05",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2010-06",7.2,
"BEL","UNEMP","25_74","PC_LF","M","2010-07",7.2,
"BEL","UNEMP","25_74","PC_LF","M","2010-08",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2010-09",7,
"BEL","UNEMP","25_74","PC_LF","M","2010-10",6.8,
"BEL","UNEMP","25_74","PC_LF","M","2010-11",6.6,
"BEL","UNEMP","25_74","PC_LF","M","2010-12",6.4,
"BEL","UNEMP","25_74","PC_LF","M","2011-01",6.1,
"BEL","UNEMP","25_74","PC_LF","M","2011-02",5.9,
"BEL","UNEMP","25_74","PC_LF","M","2011-03",5.8,
"BEL","UNEMP","25_74","PC_LF","M","2011-04",5.8,
"BEL","UNEMP","25_74","PC_LF","M","2011-05",5.9,
"BEL","UNEMP","25_74","PC_LF","M","2011-06",6,
"BEL","UNEMP","25_74","PC_LF","M","2011-07",6.1,
"BEL","UNEMP","25_74","PC_LF","M","2011-08",6.2,
"BEL","UNEMP","25_74","PC_LF","M","2011-09",6.2,
"BEL","UNEMP","25_74","PC_LF","M","2011-10",6.2,
"BEL","UNEMP","25_74","PC_LF","M","2011-11",6.2,
"BEL","UNEMP","25_74","PC_LF","M","2011-12",6.1,
"BEL","UNEMP","25_74","PC_LF","M","2012-01",6,
"BEL","UNEMP","25_74","PC_LF","M","2012-02",6,
"BEL","UNEMP","25_74","PC_LF","M","2012-03",6.1,
"BEL","UNEMP","25_74","PC_LF","M","2012-04",6.3,
"BEL","UNEMP","25_74","PC_LF","M","2012-05",6.4,
"BEL","UNEMP","25_74","PC_LF","M","2012-06",6.4,
"BEL","UNEMP","25_74","PC_LF","M","2012-07",6.2,
"BEL","UNEMP","25_74","PC_LF","M","2012-08",6.2,
"BEL","UNEMP","25_74","PC_LF","M","2012-09",6.4,
"BEL","UNEMP","25_74","PC_LF","M","2012-10",6.8,
"BEL","UNEMP","25_74","PC_LF","M","2012-11",7,
"BEL","UNEMP","25_74","PC_LF","M","2012-12",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2013-01",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2013-02",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2013-03",7,
"BEL","UNEMP","25_74","PC_LF","M","2013-04",7,
"BEL","UNEMP","25_74","PC_LF","M","2013-05",7,
"BEL","UNEMP","25_74","PC_LF","M","2013-06",7,
"BEL","UNEMP","25_74","PC_LF","M","2013-07",7,
"BEL","UNEMP","25_74","PC_LF","M","2013-08",7,
"BEL","UNEMP","25_74","PC_LF","M","2013-09",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2013-10",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2013-11",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2013-12",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2014-01",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2014-02",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2014-03",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2014-04",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2014-05",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2014-06",7.2,
"BEL","UNEMP","25_74","PC_LF","M","2014-07",7.3,
"BEL","UNEMP","25_74","PC_LF","M","2014-08",7.4,
"BEL","UNEMP","25_74","PC_LF","M","2014-09",7.5,
"BEL","UNEMP","25_74","PC_LF","M","2014-10",7.4,
"BEL","UNEMP","25_74","PC_LF","M","2014-11",7.4,
"BEL","UNEMP","25_74","PC_LF","M","2014-12",7.4,
"BEL","UNEMP","25_74","PC_LF","M","2015-01",7.5,
"BEL","UNEMP","25_74","PC_LF","M","2015-02",7.6,
"BEL","UNEMP","25_74","PC_LF","M","2015-03",7.7,
"BEL","UNEMP","25_74","PC_LF","M","2015-04",7.7,
"BEL","UNEMP","25_74","PC_LF","M","2015-05",7.6,
"BEL","UNEMP","25_74","PC_LF","M","2015-06",7.4,
"BEL","UNEMP","25_74","PC_LF","M","2015-07",6.9,
"BEL","UNEMP","25_74","PC_LF","M","2015-08",6.7,
"BEL","UNEMP","25_74","PC_LF","M","2015-09",6.8,
"BEL","UNEMP","25_74","PC_LF","M","2015-10",7.1,
"BEL","UNEMP","25_74","PC_LF","M","2015-11",7.3,
"BEL","UNEMP","25_74","PC_LF","M","2015-12",7.4,
"BEL","UNEMP","25_74","PC_LF","M","2016-01",7.3,
"BEL","UNEMP","25_74","PC_LF","M","2016-02",7.2,
"BEL","UNEMP","25_74","PC_LF","M","2016-03",7.3,
"BEL","UNEMP","25_74","PC_LF","M","2016-04",7.3,
"BEL","UNEMP","25_74","PC_LF","M","2016-05",7.3,
"BEL","UNEMP","25_74","PC_LF","M","2016-06",7.2,
"BEL","UNEMP","25_74","PC_LF","M","2016-07",6.8,
"BEL","UNEMP","25_74","PC_LF","M","2016-08",6.6,
"BEL","UNEMP","25_74","PC_LF","M","2016-09",6.4,
"BEL","UNEMP","25_74","PC_LF","M","2016-10",6.3,
"BEL","UNEMP","25_74","PC_LF","M","2016-11",6.2,
"BEL","UNEMP","25_74","PC_LF","M","2016-12",6.3,"B"
"BEL","UNEMP","25_74","PC_LF","M","2017-01",6.5,
"BEL","UNEMP","25_74","PC_LF","M","2017-02",6.7,
"BEL","UNEMP","25_74","PC_LF","M","2017-03",6.6,
"BEL","UNEMP","25_74","PC_LF","M","2017-04",6.4,
"BEL","UNEMP","25_74","PC_LF","M","2017-05",6.3,
"BEL","UNEMP","25_74","PC_LF","M","2017-06",6.2,
"BEL","UNEMP","25_74","PC_LF","M","2017-07",6.2,
"BEL","UNEMP","25_74","PC_LF","M","2017-08",6.1,
"BEL","UNEMP","25_74","PC_LF","M","2017-09",6,
"BEL","UNEMP","25_74","PC_LF","M","2017-10",5.8,
"BEL","UNEMP","25_74","PC_LF","M","2017-11",5.6,
"BEL","UNEMP","25_74","PC_LF","M","2017-12",5.4,
"BEL","UNEMP","25_74","PC_LF","M","2018-01",5.3,
"BEL","UNEMP","25_74","PC_LF","M","2018-02",5.2,
"BEL","UNEMP","25_74","PC_LF","M","2018-03",5.3,
"BEL","UNEMP","25_74","PC_LF","M","2018-04",5.4,
"BEL","UNEMP","25_74","PC_LF","M","2018-05",5.4,
"BEL","UNEMP","25_74","PC_LF","M","2018-06",5.2,
"BEL","UNEMP","25_74","PC_LF","M","2018-07",5,
"BEL","UNEMP","25_74","PC_LF","M","2018-08",4.8,
"BEL","UNEMP","25_74","PC_LF","M","2018-09",4.9,
"BEL","UNEMP","25_74","PC_LF","M","2018-10",5.2,
"BEL","UNEMP","25_74","PC_LF","M","2018-11",5.3,
"BEL","UNEMP","25_74","PC_LF","M","2018-12",5.1,
"BEL","UNEMP","25_74","PC_LF","M","2019-01",4.9,
"BEL","UNEMP","25_74","PC_LF","M","2019-02",4.7,
"BEL","UNEMP","25_74","PC_LF","M","2019-03",4.7,
"BEL","UNEMP","25_74","PC_LF","M","2019-04",4.8,
"BEL","UNEMP","25_74","PC_LF","M","2019-05",4.8,
"BEL","UNEMP","25_74","PC_LF","M","2019-06",4.8,
"BEL","UNEMP","25_74","PC_LF","M","2019-07",4.6,
"BEL","UNEMP","25_74","PC_LF","M","2019-08",4.5,
"BEL","UNEMP","25_74","PC_LF","M","2019-09",4.4,
"BEL","UNEMP","25_74","PC_LF","M","2019-10",4.4,
"BEL","UNEMP","25_74","PC_LF","M","2019-11",4.4,
"BEL","UNEMP","25_74","PC_LF","M","2019-12",4.4,
"BEL","UNEMP","25_74","PC_LF","M","2020-01",4.5,
"BEL","UNEMP","25_74","PC_LF","M","2020-02",4.4,
"BEL","UNEMP","25_74","PC_LF","M","2020-03",4.3,
"BEL","UNEMP","25_74","PC_LF","M","2020-04",4.2,
"BEL","UNEMP","25_74","PC_LF","M","2020-05",4.2,
"BEL","UNEMP","25_74","PC_LF","M","2020-06",4.5,
"BEL","UNEMP","25_74","PC_LF","M","2020-07",5.2,
"BEL","UNEMP","25_74","PC_LF","M","2020-08",5.5,
"BEL","UNEMP","25_74","PC_LF","M","2020-09",5.5,
"BEL","UNEMP","25_74","PC_LF","M","2020-10",5.1,
"BEL","UNEMP","25_74","PC_LF","M","2020-11",5,
"BEL","UNEMP","25_74","PC_LF","M","2020-12",5.2,"B"
"BEL","UNEMP","25_74","PC_LF","M","2021-01",5.6,
"BEL","UNEMP","25_74","PC_LF","M","2021-02",5.8,
"BEL","UNEMP","25_74","PC_LF","M","2021-03",5.7,
"BEL","UNEMP","25_74","PC_LF","M","2021-04",5.5,
"BEL","UNEMP","25_74","PC_LF","M","2021-05",5.3,
"BEL","UNEMP","25_74","PC_LF","M","2021-06",5.1,
"BEL","UNEMP","25_74","PC_LF","M","2021-07",5.2,
"BEL","UNEMP","25_74","PC_LF","M","2021-08",5.2,
"BEL","UNEMP","25_74","PC_LF","M","2021-09",5.2,
"BEL","UNEMP","25_74","PC_LF","M","2021-10",5.1,
"FIN","UNEMP","25_74","PC_LF","M","2005-03",6.3,
"FIN","UNEMP","25_74","PC_LF","M","2005-04",7.1,
"FIN","UNEMP","25_74","PC_LF","M","2005-05",6.5,
"FIN","UNEMP","25_74","PC_LF","M","2005-06",6.6,
"FIN","UNEMP","25_74","PC_LF","M","2005-07",6.8,
"FIN","UNEMP","25_74","PC_LF","M","2005-08",6.5,
