Year,Month,Country,Recent_graduates_20-34_employment_rate_t,Recent_graduates_20-34_employment_rate_m,Recent_graduates_20-34_employment_rate_f
2017,3,EST,81.5,88.5,74.8
2017,4,EST,81.5,88.5,74.8
2017,5,EST,81.5,88.5,74.8
2017,6,EST,81.5,88.5,74.8
2017,7,EST,81.5,88.5,74.8
2017,8,EST,81.5,88.5,74.8
2017,9,EST,81.5,88.5,74.8
2017,10,EST,81.5,88.5,74.8
2017,11,EST,81.5,88.5,74.8
2017,12,EST,81.5,88.5,74.8
2018,1,EST,81.7,85.5,77.5
2018,2,EST,81.7,85.5,77.5
2018,3,EST,81.7,85.5,77.5
2018,4,EST,81.7,85.5,77.5
2018,5,EST,81.7,85.5,77.5
2018,6,EST,81.7,85.5,77.5
2018,7,EST,81.7,85.5,77.5
2018,8,EST,81.7,85.5,77.5
2018,9,EST,81.7,85.5,77.5
2018,10,EST,81.7,85.5,77.5
2018,11,EST,81.7,85.5,77.5
2018,12,EST,81.7,85.5,77.5
2019,1,EST,83.3,90.2,76.2
2019,2,EST,83.3,90.2,76.2
2019,3,EST,83.3,90.2,76.2
2019,4,EST,83.3,90.2,76.2
2019,5,EST,83.3,90.2,76.2
2019,6,EST,83.3,90.2,76.2
2019,7,EST,83.3,90.2,76.2
2019,8,EST,83.3,90.2,76.2
2019,9,EST,83.3,90.2,76.2
2019,10,EST,83.3,90.2,76.2
2019,11,EST,83.3,90.2,76.2
2019,12,EST,83.3,90.2,76.2
2020,1,EST,79.8,83,76.8
2020,2,EST,79.8,83,76.8
2020,3,EST,79.8,83,76.8
2020,4,EST,79.8,83,76.8
2020,5,EST,79.8,83,76.8
2020,6,EST,79.8,83,76.8
2020,7,EST,79.8,83,76.8
2020,8,EST,79.8,83,76.8
2020,9,EST,79.8,83,76.8
2020,10,EST,79.8,83,76.8
2020,11,EST,79.8,83,76.8
2020,12,EST,79.8,83,76.8
2009,1,FIN,77.8,79.2,76.5
2009,2,FIN,77.8,79.2,76.5
2009,3,FIN,77.8,79.2,76.5
2009,4,FIN,77.8,79.2,76.5
2009,5,FIN,77.8,79.2,76.5
2009,6,FIN,77.8,79.2,76.5
2009,7,FIN,77.8,79.2,76.5
2009,8,FIN,77.8,79.2,76.5
2009,9,FIN,77.8,79.2,76.5
2009,10,FIN,77.8,79.2,76.5
2009,11,FIN,77.8,79.2,76.5
2009,12,FIN,77.8,79.2,76.5
2010,1,FIN,79.7,82.9,76.6
2010,2,FIN,79.7,82.9,76.6
2010,3,FIN,79.7,82.9,76.6
2010,4,FIN,79.7,82.9,76.6
2010,5,FIN,79.7,82.9,76.6
2010,6,FIN,79.7,82.9,76.6
2010,7,FIN,79.7,82.9,76.6
2010,8,FIN,79.7,82.9,76.6
2010,9,FIN,79.7,82.9,76.6
2010,10,FIN,79.7,82.9,76.6
2010,11,FIN,79.7,82.9,76.6
2010,12,FIN,79.7,82.9,76.6
2011,1,FIN,78.4,81.4,75.3
2011,2,FIN,78.4,81.4,75.3
2011,3,FIN,78.4,81.4,75.3
2011,4,FIN,78.4,81.4,75.3
2011,5,FIN,78.4,81.4,75.3
2011,6,FIN,78.4,81.4,75.3
2011,7,FIN,78.4,81.4,75.3
2011,8,FIN,78.4,81.4,75.3
2011,9,FIN,78.4,81.4,75.3
2011,10,FIN,78.4,81.4,75.3
2011,11,FIN,78.4,81.4,75.3
2011,12,FIN,78.4,81.4,75.3
2012,1,FIN,80.7,81.7,79.6
2012,2,FIN,80.7,81.7,79.6
2012,3,FIN,80.7,81.7,79.6
2012,4,FIN,80.7,81.7,79.6
2012,5,FIN,80.7,81.7,79.6
2012,6,FIN,80.7,81.7,79.6
2012,7,FIN,80.7,81.7,79.6
2012,8,FIN,80.7,81.7,79.6
2012,9,FIN,80.7,81.7,79.6
2012,10,FIN,80.7,81.7,79.6
2012,11,FIN,80.7,81.7,79.6
2012,12,FIN,80.7,81.7,79.6
2013,1,FIN,79.8,80,79.5
2013,2,FIN,79.8,80,79.5
2013,3,FIN,79.8,80,79.5
2013,4,FIN,79.8,80,79.5
2013,5,FIN,79.8,80,79.5
2013,6,FIN,79.8,80,79.5
2013,7,FIN,79.8,80,79.5
2013,8,FIN,79.8,80,79.5
2013,9,FIN,79.8,80,79.5
2013,10,FIN,79.8,80,79.5
2013,11,FIN,79.8,80,79.5
2013,12,FIN,79.8,80,79.5
2014,1,FIN,77.0,77.4,76.5
2014,2,FIN,77.0,77.4,76.5
2014,3,FIN,77.0,77.4,76.5
2014,4,FIN,77.0,77.4,76.5
2014,5,FIN,77.0,77.4,76.5
2014,6,FIN,77.0,77.4,76.5
2014,7,FIN,77.0,77.4,76.5
2014,8,FIN,77.0,77.4,76.5
2014,9,FIN,77.0,77.4,76.5
2014,10,FIN,77.0,77.4,76.5
2014,11,FIN,77.0,77.4,76.5
2014,12,FIN,77.0,77.4,76.5
2015,1,FIN,75.5,75.1,76
2015,2,FIN,75.5,75.1,76
2015,3,FIN,75.5,75.1,76
2015,4,FIN,75.5,75.1,76
2015,5,FIN,75.5,75.1,76
2015,6,FIN,75.5,75.1,76
2015,7,FIN,75.5,75.1,76
2015,8,FIN,75.5,75.1,76
2015,9,FIN,75.5,75.1,76
2015,10,FIN,75.5,75.1,76
2015,11,FIN,75.5,75.1,76
2015,12,FIN,75.5,75.1,76
2016,1,FIN,77.4,80.5,74.6
2016,2,FIN,77.4,80.5,74.6
2016,3,FIN,77.4,80.5,74.6
2016,4,FIN,77.4,80.5,74.6
2016,5,FIN,77.4,80.5,74.6
2016,6,FIN,77.4,80.5,74.6
2016,7,FIN,77.4,80.5,74.6
2016,8,FIN,77.4,80.5,74.6
2016,9,FIN,77.4,80.5,74.6
2016,10,FIN,77.4,80.5,74.6
2016,11,FIN,77.4,80.5,74.6
2016,12,FIN,77.4,80.5,74.6
2017,1,FIN,77,82.3,72.3
2017,2,FIN,77,82.3,72.3
2017,3,FIN,77,82.3,72.3
2017,4,FIN,77,82.3,72.3
2017,5,FIN,77,82.3,72.3
2017,6,FIN,77,82.3,72.3
2017,7,FIN,77,82.3,72.3
2017,8,FIN,77,82.3,72.3
2017,9,FIN,77,82.3,72.3
2017,10,FIN,77,82.3,72.3
2017,11,FIN,77,82.3,72.3
2017,12,FIN,77,82.3,72.3
2018,1,FIN,81.7,86.3,77.8
2018,2,FIN,81.7,86.3,77.8
2018,3,FIN,81.7,86.3,77.8
2018,4,FIN,81.7,86.3,77.8
2018,5,FIN,81.7,86.3,77.8
2018,6,FIN,81.7,86.3,77.8
2018,7,FIN,81.7,86.3,77.8
2018,8,FIN,81.7,86.3,77.8
2018,9,FIN,81.7,86.3,77.8
2018,10,FIN,81.7,86.3,77.8
2018,11,FIN,81.7,86.3,77.8
2018,12,FIN,81.7,86.3,77.8
2019,1,FIN,84.4,85.8,83
2019,2,FIN,84.4,85.8,83
2019,3,FIN,84.4,85.8,83
2019,4,FIN,84.4,85.8,83
2019,5,FIN,84.4,85.8,83
2019,6,FIN,84.4,85.8,83
2019,7,FIN,84.4,85.8,83
2019,8,FIN,84.4,85.8,83
2019,9,FIN,84.4,85.8,83
2019,10,FIN,84.4,85.8,83
2019,11,FIN,84.4,85.8,83
2019,12,FIN,84.4,85.8,83
2020,1,FIN,81.5,82.3,80.5
2020,2,FIN,81.5,82.3,80.5
2020,3,FIN,81.5,82.3,80.5
2020,4,FIN,81.5,82.3,80.5
2020,5,FIN,81.5,82.3,80.5
2020,6,FIN,81.5,82.3,80.5
2020,7,FIN,81.5,82.3,80.5
2020,8,FIN,81.5,82.3,80.5
2020,9,FIN,81.5,82.3,80.5
2020,10,FIN,81.5,82.3,80.5
2020,11,FIN,81.5,82.3,80.5
2020,12,FIN,81.5,82.3,80.5
2009,1,SVN,82.3,83.3,81.3
2009,2,SVN,82.3,83.3,81.3
2009,3,SVN,82.3,83.3,81.3
2009,4,SVN,82.3,83.3,81.3
2009,5,SVN,82.3,83.3,81.3
2009,6,SVN,82.3,83.3,81.3
2009,7,SVN,82.3,83.3,81.3
2009,8,SVN,82.3,83.3,81.3
2009,9,SVN,82.3,83.3,81.3
2009,10,SVN,82.3,83.3,81.3
2009,11,SVN,82.3,83.3,81.3
2009,12,SVN,82.3,83.3,81.3
2010,1,SVN,80.7,84,77.2
2010,2,SVN,80.7,84,77.2
2010,3,SVN,80.7,84,77.2
2010,4,SVN,80.7,84,77.2
2010,5,SVN,80.7,84,77.2
2010,6,SVN,80.7,84,77.2
2010,7,SVN,80.7,84,77.2
2010,8,SVN,80.7,84,77.2
2010,9,SVN,80.7,84,77.2
2010,10,SVN,80.7,84,77.2
2010,11,SVN,80.7,84,77.2
2010,12,SVN,80.7,84,77.2
2011,1,SVN,76,78.4,73.4
2011,2,SVN,76,78.4,73.4
2011,3,SVN,76,78.4,73.4
2011,4,SVN,76,78.4,73.4
2011,5,SVN,76,78.4,73.4
2011,6,SVN,76,78.4,73.4
2011,7,SVN,76,78.4,73.4
2011,8,SVN,76,78.4,73.4
2011,9,SVN,76,78.4,73.4
2011,10,SVN,76,78.4,73.4
2011,11,SVN,76,78.4,73.4
2011,12,SVN,76,78.4,73.4
2012,1,SVN,73.2,78.3,68.5
2012,2,SVN,73.2,78.3,68.5
2012,3,SVN,73.2,78.3,68.5
2012,4,SVN,73.2,78.3,68.5
2012,5,SVN,73.2,78.3,68.5
2012,6,SVN,73.2,78.3,68.5
2012,7,SVN,73.2,78.3,68.5
2012,8,SVN,73.2,78.3,68.5
2012,9,SVN,73.2,78.3,68.5
2012,10,SVN,73.2,78.3,68.5
2012,11,SVN,73.2,78.3,68.5
2012,12,SVN,73.2,78.3,68.5
2013,1,SVN,73.8,79.3,68.1
2013,2,SVN,73.8,79.3,68.1
2013,3,SVN,73.8,79.3,68.1
2013,4,SVN,73.8,79.3,68.1
2013,5,SVN,73.8,79.3,68.1
2013,6,SVN,73.8,79.3,68.1
2013,7,SVN,73.8,79.3,68.1
2013,8,SVN,73.8,79.3,68.1
2013,9,SVN,73.8,79.3,68.1
2013,10,SVN,73.8,79.3,68.1
2013,11,SVN,73.8,79.3,68.1
2013,12,SVN,73.8,79.3,68.1
2014,1,SVN,70.1,76.8,63.9
2014,2,SVN,70.1,76.8,63.9
2014,3,SVN,70.1,76.8,63.9
2014,4,SVN,70.1,76.8,63.9
2014,5,SVN,70.1,76.8,63.9
2014,6,SVN,70.1,76.8,63.9
2014,7,SVN,70.1,76.8,63.9
2014,8,SVN,70.1,76.8,63.9
2014,9,SVN,70.1,76.8,63.9
2014,10,SVN,70.1,76.8,63.9
2014,11,SVN,70.1,76.8,63.9
2014,12,SVN,70.1,76.8,63.9
2015,1,SVN,71.5,75.1,68.5
2015,2,SVN,71.5,75.1,68.5
2015,3,SVN,71.5,75.1,68.5
2015,4,SVN,71.5,75.1,68.5
2015,5,SVN,71.5,75.1,68.5
2015,6,SVN,71.5,75.1,68.5
2015,7,SVN,71.5,75.1,68.5
2015,8,SVN,71.5,75.1,68.5
2015,9,SVN,71.5,75.1,68.5
2015,10,SVN,71.5,75.1,68.5
2015,11,SVN,71.5,75.1,68.5
2015,12,SVN,71.5,75.1,68.5
2016,1,SVN,76.7,78.3,75.2
2016,2,SVN,76.7,78.3,75.2
2016,3,SVN,76.7,78.3,75.2
2016,4,SVN,76.7,78.3,75.2
2016,5,SVN,76.7,78.3,75.2
2016,6,SVN,76.7,78.3,75.2
2016,7,SVN,76.7,78.3,75.2
2016,8,SVN,76.7,78.3,75.2
2016,9,SVN,76.7,78.3,75.2
2016,10,SVN,76.7,78.3,75.2
2016,11,SVN,76.7,78.3,75.2
2016,12,SVN,76.7,78.3,75.2
2017,1,SVN,81.6,88.8,73.7
2017,2,SVN,81.6,88.8,73.7
2017,3,SVN,81.6,88.8,73.7
2017,4,SVN,81.6,88.8,73.7
2017,5,SVN,81.6,88.8,73.7
2017,6,SVN,81.6,88.8,73.7
2017,7,SVN,81.6,88.8,73.7
2017,8,SVN,81.6,88.8,73.7
2017,9,SVN,81.6,88.8,73.7
2017,10,SVN,81.6,88.8,73.7
2017,11,SVN,81.6,88.8,73.7
2017,12,SVN,81.6,88.8,73.7
2018,1,SVN,84.2,88.9,79.6
2018,2,SVN,84.2,88.9,79.6
2018,3,SVN,84.2,88.9,79.6
2018,4,SVN,84.2,88.9,79.6
2018,5,SVN,84.2,88.9,79.6
2018,6,SVN,84.2,88.9,79.6
2018,7,SVN,84.2,88.9,79.6
2018,8,SVN,84.2,88.9,79.6
2018,9,SVN,84.2,88.9,79.6
2018,10,SVN,84.2,88.9,79.6
2018,11,SVN,84.2,88.9,79.6
2018,12,SVN,84.2,88.9,79.6
2019,1,SVN,86,88.8,82.5
2019,2,SVN,86,88.8,82.5
2019,3,SVN,86,88.8,82.5
2019,4,SVN,86,88.8,82.5
2019,5,SVN,86,88.8,82.5
2019,6,SVN,86,88.8,82.5
2019,7,SVN,86,88.8,82.5
2019,8,SVN,86,88.8,82.5
2019,9,SVN,86,88.8,82.5
2019,10,SVN,86,88.8,82.5
2019,11,SVN,86,88.8,82.5
2019,12,SVN,86,88.8,82.5
2020,1,SVN,82.8,85.1,80.5
2020,2,SVN,82.8,85.1,80.5
2020,3,SVN,82.8,85.1,80.5
2020,4,SVN,82.8,85.1,80.5
2020,5,SVN,82.8,85.1,80.5
2020,6,SVN,82.8,85.1,80.5
2020,7,SVN,82.8,85.1,80.5
2020,8,SVN,82.8,85.1,80.5
2020,9,SVN,82.8,85.1,80.5
2020,10,SVN,82.8,85.1,80.5
2020,11,SVN,82.8,85.1,80.5
2020,12,SVN,82.8,85.1,80.5
2009,1,DNK,86.2,87,85.4
2009,2,DNK,86.2,87,85.4
2009,3,DNK,86.2,87,85.4
2009,4,DNK,86.2,87,85.4
2009,5,DNK,86.2,87,85.4
2009,6,DNK,86.2,87,85.4
2009,7,DNK,86.2,87,85.4
2009,8,DNK,86.2,87,85.4
2009,9,DNK,86.2,87,85.4
2009,10,DNK,86.2,87,85.4
2009,11,DNK,86.2,87,85.4
2009,12,DNK,86.2,87,85.4
2010,1,DNK,81.8,83,80.5
2010,2,DNK,81.8,83,80.5
2010,3,DNK,81.8,83,80.5
2010,4,DNK,81.8,83,80.5
2010,5,DNK,81.8,83,80.5
2010,6,DNK,81.8,83,80.5
2010,7,DNK,81.8,83,80.5
2010,8,DNK,81.8,83,80.5
2010,9,DNK,81.8,83,80.5
2010,10,DNK,81.8,83,80.5
2010,11,DNK,81.8,83,80.5
2010,12,DNK,81.8,83,80.5
2011,1,DNK,81.9,87.1,76.9
2011,2,DNK,81.9,87.1,76.9
2011,3,DNK,81.9,87.1,76.9
2011,4,DNK,81.9,87.1,76.9
2011,5,DNK,81.9,87.1,76.9
2011,6,DNK,81.9,87.1,76.9
2011,7,DNK,81.9,87.1,76.9
2011,8,DNK,81.9,87.1,76.9
2011,9,DNK,81.9,87.1,76.9
2011,10,DNK,81.9,87.1,76.9
2011,11,DNK,81.9,87.1,76.9
2011,12,DNK,81.9,87.1,76.9
2012,1,DNK,83.4,86.1,80.6
2012,2,DNK,83.4,86.1,80.6
2012,3,DNK,83.4,86.1,80.6
2012,4,DNK,83.4,86.1,80.6
2012,5,DNK,83.4,86.1,80.6
2012,6,DNK,83.4,86.1,80.6
2012,7,DNK,83.4,86.1,80.6
2012,8,DNK,83.4,86.1,80.6
2012,9,DNK,83.4,86.1,80.6
2012,10,DNK,83.4,86.1,80.6
2012,11,DNK,83.4,86.1,80.6
2012,12,DNK,83.4,86.1,80.6
2013,1,DNK,80.6,84,76.9
2013,2,DNK,80.6,84,76.9
2013,3,DNK,80.6,84,76.9
2013,4,DNK,80.6,84,76.9
2013,5,DNK,80.6,84,76.9
2013,6,DNK,80.6,84,76.9
2013,7,DNK,80.6,84,76.9
2013,8,DNK,80.6,84,76.9
2013,9,DNK,80.6,84,76.9
2013,10,DNK,80.6,84,76.9
2013,11,DNK,80.6,84,76.9
2013,12,DNK,80.6,84,76.9
2014,1,DNK,82.5,86.1,78.8
2014,2,DNK,82.5,86.1,78.8
2014,3,DNK,82.5,86.1,78.8
2014,4,DNK,82.5,86.1,78.8
2014,5,DNK,82.5,86.1,78.8
2014,6,DNK,82.5,86.1,78.8
2014,7,DNK,82.5,86.1,78.8
2014,8,DNK,82.5,86.1,78.8
2014,9,DNK,82.5,86.1,78.8
2014,10,DNK,82.5,86.1,78.8
2014,11,DNK,82.5,86.1,78.8
2014,12,DNK,82.5,86.1,78.8
2015,1,DNK,80.8,84.1,77.4
2015,2,DNK,80.8,84.1,77.4
2015,3,DNK,80.8,84.1,77.4
2015,4,DNK,80.8,84.1,77.4
2015,5,DNK,80.8,84.1,77.4
2015,6,DNK,80.8,84.1,77.4
2015,7,DNK,80.8,84.1,77.4
2015,8,DNK,80.8,84.1,77.4
2015,9,DNK,80.8,84.1,77.4
2015,10,DNK,80.8,84.1,77.4
2015,11,DNK,80.8,84.1,77.4
2015,12,DNK,80.8,84.1,77.4
2016,1,DNK,82.6,85.3,80.0
2016,2,DNK,82.6,85.3,80.0
2016,3,DNK,82.6,85.3,80.0
2016,4,DNK,82.6,85.3,80.0
2016,5,DNK,82.6,85.3,80.0
2016,6,DNK,82.6,85.3,80.0
2016,7,DNK,82.6,85.3,80.0
2016,8,DNK,82.6,85.3,80.0
2016,9,DNK,82.6,85.3,80.0
2016,10,DNK,82.6,85.3,80.0
2016,11,DNK,82.6,85.3,80.0
2016,12,DNK,82.6,85.3,80.0
2017,1,DNK,81.7,85.3,78.1
2017,2,DNK,81.7,85.3,78.1
2017,3,DNK,81.7,85.3,78.1
2017,4,DNK,81.7,85.3,78.1
2017,5,DNK,81.7,85.3,78.1
2017,6,DNK,81.7,85.3,78.1
2017,7,DNK,81.7,85.3,78.1
2017,8,DNK,81.7,85.3,78.1
2017,9,DNK,81.7,85.3,78.1
2017,10,DNK,81.7,85.3,78.1
2017,11,DNK,81.7,85.3,78.1
2017,12,DNK,81.7,85.3,78.1
2018,1,DNK,84.7,87.6,81.7
2018,2,DNK,84.7,87.6,81.7
2018,3,DNK,84.7,87.6,81.7
2018,4,DNK,84.7,87.6,81.7
2018,5,DNK,84.7,87.6,81.7
2018,6,DNK,84.7,87.6,81.7
2018,7,DNK,84.7,87.6,81.7
2018,8,DNK,84.7,87.6,81.7
2018,9,DNK,84.7,87.6,81.7
2018,10,DNK,84.7,87.6,81.7
2018,11,DNK,84.7,87.6,81.7
2018,12,DNK,84.7,87.6,81.7
2019,1,DNK,85.1,87.8,82.4
2019,2,DNK,85.1,87.8,82.4
2019,3,DNK,85.1,87.8,82.4
2019,4,DNK,85.1,87.8,82.4
2019,5,DNK,85.1,87.8,82.4
2019,6,DNK,85.1,87.8,82.4
2019,7,DNK,85.1,87.8,82.4
2019,8,DNK,85.1,87.8,82.4
2019,9,DNK,85.1,87.8,82.4
2019,10,DNK,85.1,87.8,82.4
2019,11,DNK,85.1,87.8,82.4
2019,12,DNK,85.1,87.8,82.4
2020,1,DNK,83.6,86,81.3
2020,2,DNK,83.6,86,81.3
2020,3,DNK,83.6,86,81.3
2020,4,DNK,83.6,86,81.3
2020,5,DNK,83.6,86,81.3
2020,6,DNK,83.6,86,81.3
2020,7,DNK,83.6,86,81.3
2020,8,DNK,83.6,86,81.3
2020,9,DNK,83.6,86,81.3
2020,10,DNK,83.6,86,81.3
2020,11,DNK,83.6,86,81.3
2020,12,DNK,83.6,86,81.3
2009,1,FRA,77.3,77.7,77
2009,2,FRA,77.3,77.7,77
2009,3,FRA,77.3,77.7,77
2009,4,FRA,77.3,77.7,77
2009,5,FRA,77.3,77.7,77
2009,6,FRA,77.3,77.7,77
2009,7,FRA,77.3,77.7,77
2009,8,FRA,77.3,77.7,77
2009,9,FRA,77.3,77.7,77
2009,10,FRA,77.3,77.7,77
2009,11,FRA,77.3,77.7,77
2009,12,FRA,77.3,77.7,77
2010,1,FRA,77.6,79,76.3
2010,2,FRA,77.6,79,76.3
2010,3,FRA,77.6,79,76.3
2010,4,FRA,77.6,79,76.3
2010,5,FRA,77.6,79,76.3
2010,6,FRA,77.6,79,76.3
2010,7,FRA,77.6,79,76.3
2010,8,FRA,77.6,79,76.3
2010,9,FRA,77.6,79,76.3
2010,10,FRA,77.6,79,76.3
2010,11,FRA,77.6,79,76.3
2010,12,FRA,77.6,79,76.3
2011,1,FRA,77.3,79.3,75.6
2011,2,FRA,77.3,79.3,75.6
2011,3,FRA,77.3,79.3,75.6
2011,4,FRA,77.3,79.3,75.6
2011,5,FRA,77.3,79.3,75.6
2011,6,FRA,77.3,79.3,75.6
2011,7,FRA,77.3,79.3,75.6
2011,8,FRA,77.3,79.3,75.6
2011,9,FRA,77.3,79.3,75.6
2011,10,FRA,77.3,79.3,75.6
2011,11,FRA,77.3,79.3,75.6
2011,12,FRA,77.3,79.3,75.6
2012,1,FRA,76.4,76.3,76.5
2012,2,FRA,76.4,76.3,76.5
2012,3,FRA,76.4,76.3,76.5
2012,4,FRA,76.4,76.3,76.5
2012,5,FRA,76.4,76.3,76.5
2012,6,FRA,76.4,76.3,76.5
2012,7,FRA,76.4,76.3,76.5
2012,8,FRA,76.4,76.3,76.5
2012,9,FRA,76.4,76.3,76.5
2012,10,FRA,76.4,76.3,76.5
2012,11,FRA,76.4,76.3,76.5
2012,12,FRA,76.4,76.3,76.5
2013,1,FRA,76.4,78.3,74.4
2013,2,FRA,76.4,78.3,74.4
2013,3,FRA,76.4,78.3,74.4
2013,4,FRA,76.4,78.3,74.4
2013,5,FRA,76.4,78.3,74.4
2013,6,FRA,76.4,78.3,74.4
2013,7,FRA,76.4,78.3,74.4
2013,8,FRA,76.4,78.3,74.4
2013,9,FRA,76.4,78.3,74.4
2013,10,FRA,76.4,78.3,74.4
2013,11,FRA,76.4,78.3,74.4
2013,12,FRA,76.4,78.3,74.4
2014,1,FRA,75.5,76.8,74.2
2014,2,FRA,75.5,76.8,74.2
2014,3,FRA,75.5,76.8,74.2
2014,4,FRA,75.5,76.8,74.2
2014,5,FRA,75.5,76.8,74.2
2014,6,FRA,75.5,76.8,74.2
2014,7,FRA,75.5,76.8,74.2
2014,8,FRA,75.5,76.8,74.2
2014,9,FRA,75.5,76.8,74.2
2014,10,FRA,75.5,76.8,74.2
2014,11,FRA,75.5,76.8,74.2
2014,12,FRA,75.5,76.8,74.2
2015,1,FRA,71.8,70.5,73.1
2015,2,FRA,71.8,70.5,73.1
2015,3,FRA,71.8,70.5,73.1
2015,4,FRA,71.8,70.5,73.1
2015,5,FRA,71.8,70.5,73.1
2015,6,FRA,71.8,70.5,73.1
2015,7,FRA,71.8,70.5,73.1
2015,8,FRA,71.8,70.5,73.1
2015,9,FRA,71.8,70.5,73.1
2015,10,FRA,71.8,70.5,73.1
2015,11,FRA,71.8,70.5,73.1
2015,12,FRA,71.8,70.5,73.1
2016,1,FRA,72.6,72.3,73
2016,2,FRA,72.6,72.3,73
2016,3,FRA,72.6,72.3,73
2016,4,FRA,72.6,72.3,73
2016,5,FRA,72.6,72.3,73
2016,6,FRA,72.6,72.3,73
2016,7,FRA,72.6,72.3,73
2016,8,FRA,72.6,72.3,73
2016,9,FRA,72.6,72.3,73
2016,10,FRA,72.6,72.3,73
2016,11,FRA,72.6,72.3,73
2016,12,FRA,72.6,72.3,73
2017,1,FRA,73.6,73.4,73.7
2017,2,FRA,73.6,73.4,73.7
2017,3,FRA,73.6,73.4,73.7
2017,4,FRA,73.6,73.4,73.7
2017,5,FRA,73.6,73.4,73.7
2017,6,FRA,73.6,73.4,73.7
2017,7,FRA,73.6,73.4,73.7
2017,8,FRA,73.6,73.4,73.7
2017,9,FRA,73.6,73.4,73.7
2017,10,FRA,73.6,73.4,73.7
2017,11,FRA,73.6,73.4,73.7
2017,12,FRA,73.6,73.4,73.7
2018,1,FRA,77.9,76.4,79.4
2018,2,FRA,77.9,76.4,79.4
2018,3,FRA,77.9,76.4,79.4
2018,4,FRA,77.9,76.4,79.4
2018,5,FRA,77.9,76.4,79.4
2018,6,FRA,77.9,76.4,79.4
2018,7,FRA,77.9,76.4,79.4
2018,8,FRA,77.9,76.4,79.4
2018,9,FRA,77.9,76.4,79.4
2018,10,FRA,77.9,76.4,79.4
2018,11,FRA,77.9,76.4,79.4
2018,12,FRA,77.9,76.4,79.4
2019,1,FRA,75.7,77.4,74.3
2019,2,FRA,75.7,77.4,74.3
2019,3,FRA,75.7,77.4,74.3
2019,4,FRA,75.7,77.4,74.3
2019,5,FRA,75.7,77.4,74.3
2019,6,FRA,75.7,77.4,74.3
2019,7,FRA,75.7,77.4,74.3
2019,8,FRA,75.7,77.4,74.3
2019,9,FRA,75.7,77.4,74.3
2019,10,FRA,75.7,77.4,74.3
2019,11,FRA,75.7,77.4,74.3
2019,12,FRA,75.7,77.4,74.3
2020,1,FRA,74.9,73.1,76.6
2020,2,FRA,74.9,73.1,76.6
2020,3,FRA,74.9,73.1,76.6
2020,4,FRA,74.9,73.1,76.6
2020,5,FRA,74.9,73.1,76.6
2020,6,FRA,74.9,73.1,76.6
2020,7,FRA,74.9,73.1,76.6
2020,8,FRA,74.9,73.1,76.6
2020,9,FRA,74.9,73.1,76.6
2020,10,FRA,74.9,73.1,76.6
2020,11,FRA,74.9,73.1,76.6
2020,12,FRA,74.9,73.1,76.6
2009,1,LUX,85.5,86.2,84.7
2009,2,LUX,85.5,86.2,84.7
2009,3,LUX,85.5,86.2,84.7
2009,4,LUX,85.5,86.2,84.7
2009,5,LUX,85.5,86.2,84.7
2009,6,LUX,85.5,86.2,84.7
2009,7,LUX,85.5,86.2,84.7
2009,8,LUX,85.5,86.2,84.7
2009,9,LUX,85.5,86.2,84.7
2009,10,LUX,85.5,86.2,84.7
2009,11,LUX,85.5,86.2,84.7
2009,12,LUX,85.5,86.2,84.7
2010,1,LUX,89.5,93.8,84.4
2010,2,LUX,89.5,93.8,84.4
2010,3,LUX,89.5,93.8,84.4
2010,4,LUX,89.5,93.8,84.4
2010,5,LUX,89.5,93.8,84.4
2010,6,LUX,89.5,93.8,84.4
2010,7,LUX,89.5,93.8,84.4
2010,8,LUX,89.5,93.8,84.4
2010,9,LUX,89.5,93.8,84.4
2010,10,LUX,89.5,93.8,84.4
2010,11,LUX,89.5,93.8,84.4
2010,12,LUX,89.5,93.8,84.4
2011,1,LUX,86.1,89.7,83.2
2011,2,LUX,86.1,89.7,83.2
2011,3,LUX,86.1,89.7,83.2
2011,4,LUX,86.1,89.7,83.2
2011,5,LUX,86.1,89.7,83.2
2011,6,LUX,86.1,89.7,83.2
2011,7,LUX,86.1,89.7,83.2
2011,8,LUX,86.1,89.7,83.2
2011,9,LUX,86.1,89.7,83.2
2011,10,LUX,86.1,89.7,83.2
2011,11,LUX,86.1,89.7,83.2
2011,12,LUX,86.1,89.7,83.2
2012,1,LUX,84.6,88.9,80.6
2012,2,LUX,84.6,88.9,80.6
2012,3,LUX,84.6,88.9,80.6
2012,4,LUX,84.6,88.9,80.6
2012,5,LUX,84.6,88.9,80.6
2012,6,LUX,84.6,88.9,80.6
2012,7,LUX,84.6,88.9,80.6
2012,8,LUX,84.6,88.9,80.6
2012,9,LUX,84.6,88.9,80.6
2012,10,LUX,84.6,88.9,80.6
2012,11,LUX,84.6,88.9,80.6
2012,12,LUX,84.6,88.9,80.6
2013,1,LUX,79.1,79.7,78.4
2013,2,LUX,79.1,79.7,78.4
2013,3,LUX,79.1,79.7,78.4
2013,4,LUX,79.1,79.7,78.4
2013,5,LUX,79.1,79.7,78.4
2013,6,LUX,79.1,79.7,78.4
2013,7,LUX,79.1,79.7,78.4
2013,8,LUX,79.1,79.7,78.4
2013,9,LUX,79.1,79.7,78.4
2013,10,LUX,79.1,79.7,78.4
2013,11,LUX,79.1,79.7,78.4
2013,12,LUX,79.1,79.7,78.4
