Year,Mounth,Country,Unemp_total,Unemp_25_74,Unemp_15_24,Unemp_men,Unemp_women,Unemp_15_24_men,Unemp_15_24_women,Unemp_25_74_men,Unemp_25_74_women
2007,05,ITA,6.2,4.9,19.7,,,,,,
2007,05,LUX,4.1,3.3,15.3,,,,,,
2007,05,NLD,4.2,3.2,9.4,,,,,,
2007,05,PRT,9.7,8.4,21.5,,,,,,
2007,05,SVK,11.3,10.2,20.2,,,,,,
2007,05,ESP,7.9,6.7,17.8,,,,,,
2007,05,GBR,5.350474,3.63108,14.69937,,,,,,
2007,05,USA,4.4,3.510127,9.9,,,,,,
2007,05,EST,4.9,4.3,10.2,,,,,,
2007,05,LVA,6.1,5.4,10.6,,,,,,
2007,05,LTU,4.3,4.0,7.9,,,,,,
2007,05,SVN,4.8,4.3,9.0,,,,,,
2007,06,AUT,5.2,4.3,10.4,,,,,,
2007,06,BEL,7.7,6.4,21.1,,,,,,
2007,06,FIN,6.9,5.5,16.4,,,,,,
2007,06,FRA,8.0,6.5,20.9,,,,,,
2007,06,DEU,8.5,8.1,11.6,,,,,,
2007,06,GRC,8.6,7.4,22.0,,,,,,
2007,06,IRL,5.0,3.9,9.3,,,,,,
2007,06,ITA,6.0,4.9,20.0,,,,,,
2007,06,LUX,4.1,3.3,15.3,,,,,,
2007,06,NLD,4.1,3.0,9.6,,,,,,
2007,06,PRT,9.6,8.3,21.6,,,,,,
2007,06,SVK,11.4,10.2,20.6,,,,,,
2007,06,ESP,8.0,6.7,18.5,,,,,,
2007,06,GBR,5.306345,3.600588,14.5818,,,,,,
2007,06,USA,4.6,3.525543,10.6,,,,,,
2007,06,EST,4.7,4.1,9.1,,,,,,
2007,06,LVA,6.0,5.2,11.3,,,,,,
2007,06,LTU,4.3,4.0,7.6,,,,,,
2007,06,SVN,4.8,4.2,9.0,,,,,,
2007,07,AUT,5.5,4.5,11.6,,,,,,
2007,07,BEL,7.3,6.1,18.4,,,,,,
2007,07,FIN,6.8,5.4,16.4,,,,,,
2007,07,FRA,8.0,6.6,20.4,,,,,,
2007,07,DEU,8.5,8.1,11.6,,,,,,
2007,07,GRC,8.3,7.2,20.9,,,,,,
2007,07,IRL,4.9,3.9,8.9,,,,,,
2007,07,ITA,6.4,5.1,19.6,,,,,,
2007,07,LUX,4.0,3.2,15.4,,,,,,
2007,07,NLD,4.2,3.1,10.0,,,,,,
2007,07,PRT,9.7,8.2,21.8,,,,,,
2007,07,SVK,11.5,10.4,20.9,,,,,,
2007,07,ESP,8.1,6.8,18.3,,,,,,
2007,07,GBR,5.301809,3.587552,14.61755,,,,,,
2007,07,USA,4.7,3.690581,10.5,,,,,,
2007,07,EST,4.2,3.6,9.2,,,,,,
2007,07,LVA,6.0,5.1,12.7,,,,,,
2007,07,LTU,4.3,4.0,7.9,,,,,,
2007,07,SVN,4.7,4.1,9.7,,,,,,
2007,08,AUT,5.4,4.4,11.7,,,,,,
2007,08,BEL,7.0,5.9,18.4,,,,,,
2007,08,FIN,6.8,5.7,14.6,,,,,,
2007,08,FRA,8.0,6.5,19.9,,,,,,
2007,08,DEU,8.4,8.0,11.5,,,,,,
2007,08,GRC,8.1,6.8,23.3,,,,,,
2007,08,IRL,4.9,3.9,8.9,,,,,,
2007,08,ITA,6.2,5.1,20.7,,,,,,
2007,08,LUX,4.0,3.2,15.8,,,,,,
2007,08,NLD,4.1,3.0,9.7,,,,,,
2007,08,PRT,9.6,8.3,21.2,,,,,,
2007,08,SVK,11.5,10.3,21.0,,,,,,
2007,08,ESP,8.3,7.0,18.6,,,,,,
2007,08,GBR,5.310204,3.622384,14.47896,,,,,,
2007,08,USA,4.6,3.621174,10.7,,,,,,
2007,08,EST,4.1,3.6,8.8,,,,,,
2007,08,LVA,5.9,5.0,12.4,,,,,,
2007,08,LTU,4.2,3.9,7.9,,,,,,
2007,08,SVN,4.6,4.0,9.7,,,,,,
2007,09,AUT,5.0,4.2,9.4,,,,,,
2007,09,BEL,6.9,5.8,18.4,,,,,,
2007,09,FIN,7.1,5.7,16.5,,,,,,
2007,09,FRA,7.8,6.4,19.8,,,,,,
2007,09,DEU,8.4,8.0,11.5,,,,,,
2007,09,GRC,8.6,7.4,22.4,,,,,,
2007,09,IRL,4.9,3.9,8.9,,,,,,
2007,09,ITA,6.2,5.1,20.3,,,,,,
2007,09,LUX,4.0,3.2,15.4,,,,,,
2007,09,NLD,4.0,3.0,9.3,,,,,,
2007,09,PRT,9.4,8.1,20.2,,,,,,
2007,09,SVK,11.3,10.1,20.8,,,,,,
2007,09,ESP,8.3,7.0,18.4,,,,,,
2007,09,GBR,5.23918,3.592618,14.16428,,,,,,
2007,09,USA,4.7,3.570993,11.2,,,,,,
2007,09,EST,4.0,3.4,8.8,,,,,,
2007,09,LVA,5.7,4.9,11.1,,,,,,
2007,09,LTU,4.2,3.8,8.1,,,,,,
2007,09,SVN,4.5,4.0,9.7,,,,,,
2007,10,AUT,5.0,4.2,9.8,,,,,,
2007,10,BEL,7.0,6.0,17.3,,,,,,
2007,10,FIN,6.6,5.2,16.5,,,,,,
2007,10,FRA,7.7,6.3,19.9,,,,,,
2007,10,DEU,8.3,7.9,11.4,,,,,,
2007,10,GRC,8.2,7.1,21.1,,,,,,
2007,10,IRL,5.1,4.1,9.1,,,,,,
2007,10,ITA,6.2,5.2,21.5,,,,,,
2007,10,LUX,4.1,3.3,15.5,,,,,,
2007,10,NLD,4.0,3.0,9.1,,,,,,
2007,10,PRT,9.4,8.1,20.6,,,,,,
2007,10,SVK,10.9,9.7,20.5,,,,,,
2007,10,ESP,8.4,7.2,18.1,,,,,,
2007,10,GBR,5.239374,3.615367,14.04202,,,,,,
2007,10,USA,4.7,3.709302,10.7,,,,,,
2007,10,EST,4.0,3.4,8.8,,,,,,
2007,10,LVA,5.4,5.0,8.4,,,,,,
2007,10,LTU,4.1,3.6,8.4,,,,,,
2007,10,SVN,4.6,3.9,11.4,,,,,,
2007,11,AUT,4.9,4.3,9.2,,,,,,
2007,11,BEL,7.1,6.0,17.3,,,,,,
2007,11,FIN,6.7,5.1,16.7,,,,,,
2007,11,FRA,7.6,6.1,19.8,,,,,,
2007,11,DEU,8.2,7.8,11.3,,,,,,
2007,11,GRC,7.6,6.5,22.0,,,,,,
2007,11,IRL,5.2,4.2,9.4,,,,,,
2007,11,ITA,6.3,5.2,20.4,,,,,,
2007,11,LUX,4.2,3.4,15.7,,,,,,
2007,11,NLD,4.0,3.0,9.0,,,,,,
2007,11,PRT,9.4,8.0,21.2,,,,,,
2007,11,SVK,10.6,9.5,20.1,,,,,,
2007,11,ESP,8.6,7.4,18.5,,,,,,
2007,11,GBR,5.156637,3.55163,13.86942,,,,,,
2007,11,USA,4.7,3.677483,10.8,,,,,,
2007,11,EST,4.0,3.5,8.0,,,,,,
2007,11,LVA,5.4,5.1,7.5,,,,,,
2007,11,LTU,4.0,3.6,8.6,,,,,,
2007,11,SVN,4.7,3.9,11.4,,,,,,
2007,12,AUT,4.5,4.0,7.9,,,,,,
2007,12,BEL,7.1,6.1,17.3,,,,,,
2007,12,FIN,6.6,5.4,14.9,,,,,,
2007,12,FRA,7.4,6.0,19.5,,,,,,
2007,12,DEU,8.1,7.7,11.2,,,,,,
2007,12,GRC,8.4,7.2,22.3,,,,,,
2007,12,IRL,5.3,4.2,9.7,,,,,,
2007,12,ITA,6.6,5.2,21.4,,,,,,
2007,12,LUX,4.2,3.4,15.2,,,,,,
2007,12,NLD,3.9,3.0,8.7,,,,,,
2007,12,PRT,9.2,7.8,21.3,,,,,,
2007,12,SVK,10.5,9.4,19.7,,,,,,
2007,12,ESP,8.8,7.5,19.2,,,,,,
2007,12,GBR,5.177152,3.579584,13.8416,,,,,,
2007,12,USA,5.0,3.830123,11.7,,,,,,
2007,12,EST,4.1,3.6,8.2,,,,,,
2007,12,LVA,5.6,5.2,7.9,,,,,,
2007,12,LTU,4.1,3.6,8.8,,,,,,
2007,12,SVN,4.7,3.9,11.4,,,,,,
2008,01,AUT,4.7,4.0,8.8,,,,,,
2008,01,BEL,7.1,6.0,16.8,,,,,,
2008,01,FIN,6.5,4.9,17.4,,,,,,
2008,01,FRA,7.3,5.9,19.2,,,,,,
2008,01,DEU,7.9,7.5,11.0,,,,,,
2008,01,GRC,7.7,6.6,20.3,,,,,,
2008,01,IRL,5.3,4.1,10.0,,,,,,
2008,01,ITA,6.6,5.5,20.3,,,,,,
2008,01,LUX,4.3,3.5,15.2,,,,,,
2008,01,NLD,3.8,2.9,8.6,,,,,,
2008,01,PRT,9.0,7.7,20.7,,,,,,
2008,01,SVK,10.4,9.3,19.3,,,,,,
2008,01,ESP,9.1,7.8,20.1,,,,,,
2008,01,GBR,5.181248,3.59782,13.80083,,,,,,
2008,01,USA,5.0,3.854992,11.7,,,,,,
2008,01,EST,4.3,3.8,8.1,,,,,,
2008,01,LVA,6.2,5.6,10.2,,,,,,
2008,01,LTU,4.2,3.7,8.8,,,,,,
2008,01,SVN,4.8,4.0,11.4,,,,,,
2008,02,AUT,4.6,3.8,9.0,,,,,,
2008,02,BEL,6.9,5.9,16.8,,,,,,
2008,02,FIN,6.1,4.8,15.1,,,,,,
2008,02,FRA,7.2,5.9,19.1,,,,,,
2008,02,DEU,7.8,7.4,10.9,,,,,,
2008,02,GRC,7.7,6.6,22.5,,,,,,
2008,02,IRL,5.3,4.1,10.4,,,,,,
2008,02,ITA,6.7,5.5,20.3,,,,,,
2008,02,LUX,4.5,3.6,15.8,,,,,,
2008,02,NLD,3.6,2.7,8.5,,,,,,
2008,02,PRT,8.9,7.5,20.8,,,,,,
2008,02,SVK,10.3,9.2,19.2,,,,,,
2008,02,ESP,9.3,8.0,20.5,,,,,,
2008,02,GBR,5.182662,3.57392,13.95605,,,,,,
2008,02,USA,4.9,3.801759,11.4,,,,,,
2008,02,EST,4.4,3.9,8.2,,,,,,
2008,02,LVA,6.5,5.8,11.0,,,,,,
2008,02,LTU,4.2,3.7,9.0,,,,,,
2008,02,SVN,4.7,3.9,11.4,,,,,,
2008,03,AUT,4.3,3.6,8.3,,,,,,
2008,03,BEL,6.7,5.8,16.8,,,,,,
2008,03,FIN,6.4,5.2,14.5,,,,,,
2008,03,FRA,7.3,5.9,19.3,,,,,,
2008,03,DEU,7.7,7.3,10.7,,,,,,
2008,03,GRC,8.4,7.0,24.3,,,,,,
2008,03,IRL,5.5,4.3,10.6,,,,,,
2008,03,ITA,6.4,5.5,20.6,,,,,,
2008,03,LUX,4.4,3.6,15.3,,,,,,
2008,03,NLD,3.6,2.7,8.4,,,,,,
2008,03,PRT,9.0,7.5,21.8,,,,,,
2008,03,SVK,10.2,9.0,19.7,,,,,,
2008,03,ESP,9.5,8.1,21.0,,,,,,
2008,03,GBR,5.314263,3.668305,14.30516,,,,,,
2008,03,USA,5.1,4.030799,11.4,,,,,,
2008,03,EST,4.3,3.8,8.4,,,,,,
2008,03,LVA,6.5,5.8,10.7,,,,,,
2008,03,LTU,4.1,3.6,9.3,,,,,,
2008,03,SVN,4.6,3.8,11.4,,,,,,
2008,04,AUT,4.2,3.6,8.4,,,,,,
2008,04,BEL,6.5,5.7,15.8,,,,,,
2008,04,FIN,5.7,4.5,13.6,,,,,,
2008,04,FRA,7.3,5.9,19.8,,,,,,
2008,04,DEU,7.6,7.3,10.5,,,,,,
2008,04,GRC,7.7,6.6,20.7,,,,,,
2008,04,IRL,5.6,4.4,10.8,,,,,,
2008,04,ITA,6.9,5.7,20.4,,,,,,
2008,04,LUX,4.7,3.8,16.5,,,,,,
2008,04,NLD,3.7,2.7,8.7,,,,,,
2008,04,PRT,9.0,7.6,21.1,,,,,,
2008,04,SVK,10.2,9.1,19.7,,,,,,
2008,04,ESP,10.0,8.5,22.6,,,,,,
2008,04,GBR,5.178626,3.565654,13.98918,,,,,,
2008,04,USA,5.0,3.962477,11.0,,,,,,
2008,04,EST,4.5,3.9,9.5,,,,,,
2008,04,LVA,6.3,5.7,10.3,,,,,,
2008,04,LTU,4.1,3.5,9.8,,,,,,
2008,04,SVN,4.4,3.7,10.4,,,,,,
2008,05,AUT,4.1,3.5,7.9,,,,,,
2008,05,BEL,6.5,5.6,15.8,,,,,,
2008,05,FIN,6.4,4.8,17.5,,,,,,
2008,05,FRA,7.3,5.9,20.0,,,,,,
2008,05,DEU,7.5,7.2,10.3,,,,,,
2008,05,GRC,7.3,6.2,21.4,,,,,,
2008,05,IRL,5.9,4.6,11.4,,,,,,
2008,05,ITA,6.8,5.7,21.8,,,,,,
2008,05,LUX,4.8,3.9,17.3,,,,,,
2008,05,NLD,3.7,2.7,8.8,,,,,,
2008,05,PRT,9.1,7.8,20.6,,,,,,
2008,05,SVK,10.2,9.1,20.1,,,,,,
2008,05,ESP,10.4,8.9,23.6,,,,,,
2008,05,GBR,5.350488,3.670976,14.57231,,,,,,
2008,05,USA,5.4,4.15507,13.0,,,,,,
2008,05,EST,3.9,3.4,7.9,,,,,,
2008,05,LVA,6.4,5.9,10.3,,,,,,
2008,05,LTU,4.3,3.6,10.6,,,,,,
2008,05,SVN,4.4,3.6,10.4,,,,,,
2008,06,AUT,3.9,3.2,8.1,,,,,,
2008,06,BEL,6.9,5.9,15.8,,,,,,
2008,06,FIN,6.4,5.0,16.2,,,,,,
2008,06,FRA,7.4,5.9,20.4,,,,,,
2008,06,DEU,7.4,7.1,10.2,,,,,,
2008,06,GRC,7.9,6.7,21.2,,,,,,
2008,06,IRL,6.3,4.9,12.4,,,,,,
2008,06,ITA,6.9,5.7,21.9,,,,,,
2008,06,LUX,4.9,3.9,17.8,,,,,,
2008,06,NLD,3.7,2.7,8.7,,,,,,
2008,06,PRT,9.3,8.0,20.3,,,,,,
2008,06,SVK,9.9,8.7,19.8,,,,,,
2008,06,ESP,10.8,9.2,24.2,,,,,,
2008,06,GBR,5.486731,3.7929,14.79257,,,,,,
2008,06,USA,5.6,4.325944,12.9,,,,,,
2008,06,EST,4.2,3.6,9.1,,,,,,
2008,06,LVA,6.6,6.0,10.6,,,,,,
2008,06,LTU,4.8,4.1,11.8,,,,,,
2008,06,SVN,4.3,3.6,10.4,,,,,,
2008,07,AUT,4.4,3.7,8.5,,,,,,
2008,07,BEL,7.5,6.2,20.7,,,,,,
2008,07,FIN,6.1,4.6,16.5,,,,,,
2008,07,FRA,7.4,5.9,20.6,,,,,,
2008,07,DEU,7.3,6.9,10.1,,,,,,
2008,07,GRC,7.5,6.4,21.3,,,,,,
2008,07,IRL,6.9,5.3,13.9,,,,,,
2008,07,ITA,6.6,5.6,21.2,,,,,,
2008,07,LUX,4.9,3.9,17.7,,,,,,
2008,07,NLD,3.6,2.7,8.5,,,,,,
2008,07,PRT,9.2,7.9,20.7,,,,,,
2008,07,SVK,9.4,8.3,19.2,,,,,,
2008,07,ESP,11.1,9.5,24.4,,,,,,
2008,07,GBR,5.709657,3.972693,15.26938,,,,,,
2008,07,USA,5.8,4.499384,13.5,,,,,,
2008,07,EST,5.2,4.4,11.1,,,,,,
2008,07,LVA,7.0,6.4,11.3,,,,,,
2008,07,LTU,5.6,4.8,13.2,,,,,,
2008,07,SVN,4.3,3.6,10.3,,,,,,
2008,08,AUT,4.4,3.8,8.5,,,,,,
2008,08,BEL,7.6,6.3,20.7,,,,,,
2008,08,FIN,6.4,4.8,17.6,,,,,,
2008,08,FRA,7.5,6.0,20.8,,,,,,
2008,08,DEU,7.1,6.8,10.0,,,,,,
2008,08,GRC,7.5,6.4,22.0,,,,,,
2008,08,IRL,7.4,5.7,15.1,,,,,,
2008,08,ITA,6.8,5.6,21.4,,,,,,
2008,08,LUX,5.0,4.0,18.1,,,,,,
2008,08,NLD,3.6,2.6,8.4,,,,,,
2008,08,PRT,9.4,8.0,22.2,,,,,,
2008,08,SVK,9.0,8.0,18.7,,,,,,
2008,08,ESP,11.5,9.9,24.9,,,,,,
2008,08,GBR,5.855467,4.08875,15.5333,,,,,,
2008,08,USA,6.1,4.934566,13.1,,,,,,
2008,08,EST,6.3,5.1,15.4,,,,,,
2008,08,LVA,7.6,6.9,12.5,,,,,,
2008,08,LTU,6.4,5.5,14.5,,,,,,
2008,08,SVN,4.3,3.5,10.3,,,,,,
2008,09,AUT,4.3,3.5,9.6,,,,,,
2008,09,BEL,7.4,6.1,20.7,,,,,,
2008,09,FIN,6.7,5.3,16.0,,,,,,
2008,09,FRA,7.6,6.0,21.2,,,,,,
2008,09,DEU,7.0,6.7,10.0,,,,,,
2008,09,GRC,8.0,6.8,22.1,,,,,,
2008,09,IRL,7.8,5.9,16.0,,,,,,
2008,09,ITA,6.8,5.6,21.9,,,,,,
2008,09,LUX,5.1,4.1,18.4,,,,,,
2008,09,NLD,3.6,2.7,8.6,,,,,,
2008,09,PRT,9.4,8.0,22.1,,,,,,
2008,09,SVK,8.8,7.7,19.0,,,,,,
2008,09,ESP,12.0,10.4,25.7,,,,,,
2008,09,GBR,5.968081,4.166648,15.87774,,,,,,
2008,09,USA,6.1,4.916325,13.5,,,,,,
2008,09,EST,6.8,5.8,14.6,,,,,,
2008,09,LVA,8.5,7.6,14.7,,,,,,
2008,09,LTU,7.1,6.1,15.9,,,,,,
2008,09,SVN,4.2,3.5,10.3,,,,,,
2008,10,AUT,4.4,3.5,9.6,,,,,,
2008,10,BEL,6.9,5.7,17.8,,,,,,
2008,10,FIN,6.3,4.6,18.0,,,,,,
2008,10,FRA,7.6,6.0,21.5,,,,,,
2008,10,DEU,7.0,6.6,10.1,,,,,,
2008,10,GRC,7.6,6.5,20.6,,,,,,
2008,10,IRL,8.1,6.3,16.5,,,,,,
2008,10,ITA,7.0,5.8,21.9,,,,,,
2008,10,LUX,5.2,4.1,18.7,,,,,,
2008,10,NLD,3.6,2.7,8.4,,,,,,
2008,10,PRT,9.4,7.9,22.5,,,,,,
2008,10,SVK,8.7,7.7,18.9,,,,,,
2008,10,ESP,12.9,11.2,27.4,,,,,,
2008,10,GBR,6.162873,4.31998,16.30725,,,,,,
2008,10,USA,6.5,5.323088,13.6,,,,,,
2008,10,EST,6.9,5.9,14.3,,,,,,
2008,10,LVA,9.6,8.4,18.6,,,,,,
2008,10,LTU,7.7,6.6,17.3,,,,,,
2008,10,SVN,4.2,3.6,10.0,,,,,,
2008,11,AUT,4.8,3.7,11.2,,,,,,
2008,11,BEL,6.7,5.6,17.8,,,,,,
2008,11,FIN,6.7,5.1,16.9,,,,,,
2008,11,FRA,7.8,6.2,22.0,,,,,,
2008,11,DEU,7.1,6.7,10.2,,,,,,
2008,11,GRC,7.7,6.5,23.8,,,,,,
2008,11,IRL,8.5,6.6,17.2,,,,,,
2008,11,ITA,7.1,5.8,23.1,,,,,,
2008,11,LUX,5.2,4.2,18.6,,,,,,
2008,11,NLD,3.6,2.7,8.5,,,,,,
2008,11,PRT,9.4,7.9,22.7,,,,,,
2008,11,SVK,8.9,7.8,19.1,,,,,,
2008,11,ESP,13.8,12.0,28.9,,,,,,
2008,11,GBR,6.352929,4.514469,16.51792,,,,,,
2008,11,USA,6.8,5.642303,14.0,,,,,,
2008,11,EST,7.6,6.4,16.8,,,,,,
2008,11,LVA,10.6,9.2,21.6,,,,,,
2008,11,LTU,8.3,7.2,18.8,,,,,,
2008,11,SVN,4.3,3.6,10.0,,,,,,
2008,12,AUT,5.1,4.0,11.2,,,,,,
2008,12,BEL,6.9,5.8,17.8,,,,,,
2008,12,FIN,6.7,5.4,16.3,,,,,,
2008,12,FRA,8.0,6.3,22.6,,,,,,
2008,12,DEU,7.2,6.8,10.4,,,,,,
2008,12,GRC,8.6,7.4,23.2,,,,,,
2008,12,IRL,9.0,7.1,18.0,,,,,,
2008,12,ITA,6.8,5.8,22.5,,,,,,
2008,12,LUX,5.3,4.2,18.6,,,,,,
2008,12,NLD,3.7,2.7,8.7,,,,,,
2008,12,PRT,9.7,8.3,23.2,,,,,,
2008,12,SVK,9.1,8.0,19.8,,,,,,
2008,12,ESP,14.8,13.0,30.7,,,,,,
2008,12,GBR,6.511285,4.655111,16.76725,,,,,,
2008,12,USA,7.3,6.060035,14.8,,,,,,
2008,12,EST,9.3,7.6,22.3,,,,,,
2008,12,LVA,11.4,9.7,24.2,,,,,,
2008,12,LTU,9.0,7.8,20.3,,,,,,
2008,12,SVN,4.3,3.7,10.0,,,,,,
2009,01,AUT,5.0,4.1,10.4,,,,,,
2009,01,BEL,7.5,6.3,21.1,,,,,,
2009,01,FIN,7.0,5.6,17.0,,,,,,
2009,01,FRA,8.3,6.5,23.1,,,,,,
2009,01,DEU,7.3,6.9,10.7,,,,,,
2009,01,GRC,9.0,7.7,24.3,,,,,,
2009,01,IRL,10.1,8.1,19.2,,,,,,
2009,01,ITA,7.2,6.1,23.9,,,,,,
2009,01,LUX,5.4,4.3,18.5,,,,,,
2009,01,NLD,3.7,2.8,8.8,,,,,,
2009,01,PRT,10.0,8.5,23.7,,,,,,
2009,01,SVK,9.6,8.4,21.2,,,,,,
2009,01,ESP,15.9,13.9,32.8,,,,,,
2009,01,GBR,6.744484,4.921487,16.94946,,,,,,
2009,01,USA,7.8,6.653654,15.0,,,,,,
2009,01,EST,10.1,8.3,25.4,,,,,,
2009,01,LVA,12.4,10.4,27.4,,,,,,
2009,01,LTU,9.8,8.6,21.8,,,,,,
2009,01,SVN,4.6,3.9,12.7,,,,,,
2009,02,AUT,4.9,4.2,9.3,,,,,,
2009,02,BEL,7.8,6.6,21.1,,,,,,
2009,02,FIN,7.4,5.9,18.1,,,,,,
2009,02,FRA,8.6,6.8,23.7,,,,,,
2009,02,DEU,7.5,7.0,10.9,,,,,,
2009,02,GRC,9.0,7.7,25.8,,,,,,
2009,02,IRL,10.9,8.9,20.4,,,,,,
2009,02,ITA,7.3,6.1,24.1,,,,,,
2009,02,LUX,5.4,4.3,18.2,,,,,,
2009,02,NLD,3.8,2.8,9.0,,,,,,
2009,02,PRT,10.2,8.7,24.4,,,,,,
2009,02,SVK,10.2,8.9,22.7,,,,,,
2009,02,ESP,16.8,14.8,34.7,,,,,,
2009,02,GBR,7.071686,5.111549,18.07586,,,,,,
2009,02,USA,8.3,7.094811,16.0,,,,,,
2009,02,EST,10.7,9.1,24.1,,,,,,
2009,02,LVA,13.7,11.5,29.9,,,,,,
2009,02,LTU,10.7,9.4,23.6,,,,,,
2009,02,SVN,4.9,4.1,12.7,,,,,,
2009,03,AUT,5.3,4.4,11.0,,,,,,
2009,03,BEL,8.0,6.7,21.1,,,,,,
2009,03,FIN,7.7,6.3,17.9,,,,,,
2009,03,FRA,8.8,7.0,24.1,,,,,,
2009,03,DEU,7.6,7.1,11.1,,,,,,
2009,03,GRC,9.0,7.8,23.3,,,,,,
2009,03,IRL,11.6,9.4,21.8,,,,,,
2009,03,ITA,7.7,6.1,25.1,,,,,,
2009,03,LUX,5.4,4.3,18.4,,,,,,
2009,03,NLD,3.9,2.8,9.4,,,,,,
2009,03,PRT,10.5,9.0,24.6,,,,,,
2009,03,SVK,10.7,9.3,24.1,,,,,,
2009,03,ESP,17.5,15.4,36.5,,,,,,
2009,03,GBR,7.274436,5.264476,18.63887,,,,,,
2009,03,USA,8.7,7.442208,16.5,,,,,,
2009,03,EST,11.6,10.4,22.2,,,,,,
2009,03,LVA,14.9,12.8,30.5,,,,,,
2009,03,LTU,11.6,10.2,25.6,,,,,,
2009,03,SVN,5.2,4.4,12.7,,,,,,
2009,04,AUT,5.7,4.7,11.7,,,,,,
2009,04,BEL,7.9,6.5,21.7,,,,,,
2009,04,FIN,8.3,6.7,20.1,,,,,,
2009,04,FRA,9.0,7.1,24.4,,,,,,
2009,04,DEU,7.7,7.2,11.2,,,,,,
2009,04,GRC,9.5,8.2,25.2,,,,,,
2009,04,IRL,12.2,9.9,23.2,,,,,,
2009,04,ITA,7.5,6.3,25.0,,,,,,
2009,04,LUX,5.3,4.2,18.0,,,,,,
2009,04,NLD,4.1,3.0,9.7,,,,,,
2009,04,PRT,10.8,9.3,24.9,,,,,,
2009,04,SVK,11.0,9.6,25.3,,,,,,
2009,04,ESP,17.8,15.6,37.4,,,,,,
2009,04,GBR,7.589929,5.491227,19.43482,,,,,,
2009,04,USA,9.0,7.698101,16.7,,,,,,
2009,04,EST,12.3,10.9,24.1,,,,,,
2009,04,LVA,16.0,14.4,28.5,,,,,,
2009,04,LTU,12.6,11.0,27.9,,,,,,
2009,04,SVN,5.5,4.7,13.4,,,,,,
2009,05,AUT,5.6,4.7,11.0,,,,,,
2009,05,BEL,7.7,6.4,21.7,,,,,,
2009,05,FIN,8.7,6.4,25.0,,,,,,
2009,05,FRA,9.1,7.2,24.7,,,,,,
2009,05,DEU,7.8,7.3,11.4,,,,,,
2009,05,GRC,9.1,7.8,26.1,,,,,,
2009,05,IRL,12.7,10.2,24.5,,,,,,
2009,05,ITA,7.5,6.3,23.5,,,,,,
2009,05,LUX,5.2,4.2,17.9,,,,,,
2009,05,NLD,4.2,3.1,10.0,,,,,,
2009,05,PRT,11.0,9.5,25.1,,,,,,
2009,05,SVK,11.4,9.9,26.2,,,,,,
2009,05,ESP,17.9,15.7,38.1,,,,,,
2009,05,GBR,7.763806,5.715522,19.38085,,,,,,
2009,05,USA,9.4,8.041341,17.6,,,,,,
2009,05,EST,12.7,11.1,26.2,,,,,,
2009,05,LVA,17.1,15.6,28.5,,,,,,
2009,05,LTU,13.4,11.7,29.5,,,,,,
2009,05,SVN,5.8,5.0,13.4,,,,,,
2009,06,AUT,5.9,4.8,12.4,,,,,,
2009,06,BEL,7.9,6.5,21.7,,,,,,
2009,06,FIN,8.7,6.7,22.9,,,,,,
2009,06,FRA,9.1,7.3,24.8,,,,,,
2009,06,DEU,7.8,7.4,11.5,,,,,,
2009,06,GRC,9.3,8.1,23.9,,,,,,
2009,06,IRL,12.9,10.4,25.1,,,,,,
2009,06,ITA,7.8,6.3,25.0,,,,,,
2009,06,LUX,5.3,4.2,17.7,,,,,,
2009,06,NLD,4.3,3.2,10.1,,,,,,
2009,06,PRT,11.3,9.8,25.5,,,,,,
2009,06,SVK,11.8,10.2,26.9,,,,,,
2009,06,ESP,17.9,15.7,38.1,,,,,,
2009,06,GBR,7.868461,5.7678,19.87647,,,,,,
2009,06,USA,9.5,8.119802,18.0,,,,,,
2009,06,EST,13.0,11.0,29.5,,,,,,
2009,06,LVA,18.0,16.5,30.0,,,,,,
2009,06,LTU,14.0,12.3,30.7,,,,,,
2009,06,SVN,6.1,5.3,13.4,,,,,,
2009,07,AUT,6.2,5.0,13.3,,,,,,
2009,07,BEL,7.9,6.6,22.0,,,,,,
2009,07,FIN,8.5,6.6,22.9,,,,,,
2009,07,FRA,9.1,7.3,25.1,,,,,,
2009,07,DEU,7.9,7.4,11.5,,,,,,
2009,07,GRC,10.1,8.9,24.5,,,,,,
2009,07,IRL,13.0,10.6,25.4,,,,,,
2009,07,ITA,7.9,6.7,25.7,,,,,,
2009,07,LUX,5.1,4.1,16.8,,,,,,
2009,07,NLD,4.5,3.3,10.5,,,,,,
2009,07,PRT,11.6,10.1,25.2,,,,,,
2009,07,SVK,12.3,10.7,27.7,,,,,,
2009,07,ESP,18.0,15.7,39.2,,,,,,
2009,07,GBR,7.870161,5.771411,19.87918,,,,,,
2009,07,USA,9.5,8.085835,17.9,,,,,,
2009,07,EST,14.4,12.4,30.3,,,,,,
2009,07,LVA,19.0,16.9,34.2,,,,,,
2009,07,LTU,14.4,12.8,31.4,,,,,,
2009,07,SVN,6.4,5.5,14.4,,,,,,
2009,08,AUT,5.8,5.0,10.7,,,,,,
2009,08,BEL,8.0,6.7,22.0,,,,,,
2009,08,FIN,8.8,6.6,25.6,,,,,,
2009,08,FRA,9.2,7.3,25.3,,,,,,
2009,08,DEU,7.8,7.4,11.5,,,,,,
2009,08,GRC,9.8,8.5,26.3,,,,,,
2009,08,IRL,13.2,10.9,25.5,,,,,,
